# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003741.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003741.1.all.q/CM03_F_S_S5/counts.txt" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup.bam" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_F_plus_R.bam" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_WO.bam" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup.bam	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_F_plus_R.bam	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_WO.bam	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted.bam
Tb927.3.1930	Tb927_03_v5.1	508299	509783	-	1485	1545	1115	430	2776
Tb927.3.1940	Tb927_03_v5.1	510641	511970	-	1330	372	303	69	1308
Tb927.3.1955	Tb927_03_v5.1	513487	514034	-	548	44	43	1	612
Tb927.3.1960	Tb927_03_v5.1	514271	515762	-	1492	549	435	114	833
Tb927.3.1970	Tb927_03_v5.1	516166	517317	-	1152	512	411	101	869
Tb927.3.1980	Tb927_03_v5.1	517473	518492	-	1020	467	405	62	704
Tb927.3.1990	Tb927_03_v5.1	518617	520892	-	2276	1012	921	91	13314
Tb927.3.2000	Tb927_03_v5.1	521498	522203	-	706	351	256	95	2550
Tb927.3.2010	Tb927_03_v5.1	522343	524255	-	1913	861	754	107	1867
Tb927.3.2020	Tb927_03_v5.1	524836	527296	-	2461	1443	1101	342	2233
Tb927.3.2030	Tb927_03_v5.1;Tb927_03_v5.1	527456;527456	528163;528219	-;-	764	452	362	90	620
Tb927.3.2040	Tb927_03_v5.1	528394	532752	-	4359	1620	1282	338	7440
Tb927.3.2050	Tb927_03_v5.1	534065	539224	-	5160	2703	2182	521	7271
Tb927.3.2060	Tb927_03_v5.1	539717	542646	-	2930	509	387	122	944
Tb927.3.2070	Tb927_03_v5.1	542793	547521	-	4729	965	824	141	2468
Tb927.3.2080	Tb927_03_v5.1	548257	549166	-	910	734	600	134	2012
Tb927.3.2090	Tb927_03_v5.1	549317	551930	-	2614	316	171	145	335
Tb927.3.2100	Tb927_03_v5.1	552061	554173	-	2113	478	457	21	1590
Tb927.3.2110	Tb927_03_v5.1	556358	557917	-	1560	303	263	40	2320
Tb927.3.2120	Tb927_03_v5.1	558218	560058	-	1841	661	507	154	2228
Tb927.3.2130	Tb927_03_v5.1	560389	562683	-	2295	495	476	19	3243
Tb927.3.2140	Tb927_03_v5.1	563309	566371	-	3063	869	686	183	1783
Tb927.3.2150	Tb927_03_v5.1	566516	567960	-	1445	386	360	26	1972
Tb927.3.2160	Tb927_03_v5.1	568114	569864	-	1751	1021	533	488	2072
Tb927.3.2170	Tb927_03_v5.1	570057	572987	-	2931	2031	1646	385	5817
Tb927.3.2180	Tb927_03_v5.1	573104	574120	-	1017	762	612	150	1760
Tb927.3.2190	Tb927_03_v5.1	574254	575227	-	974	360	307	53	471
Tb927.3.2200	Tb927_03_v5.1	575334	576611	-	1278	765	707	58	3962
Tb927.3.2210	Tb927_03_v5.1	576772	579140	-	2369	1217	957	260	5057
Tb927.3.2220	Tb927_03_v5.1	579399	580100	-	702	936	582	354	1830
Tb927.3.2230	Tb927_03_v5.1	580289	581871	-	1583	578	421	157	824
Tb927.3.2240	Tb927_03_v5.1	582246	583460	-	1215	260	233	27	308
Tb927.3.2250	Tb927_03_v5.1	583537	584518	-	982	244	213	31	1869
Tb927.3.2260	Tb927_03_v5.1	584662	585419	-	758	300	219	81	357
Tb927.3.2270	Tb927_03_v5.1	587853	589227	+	1375	1098	449	649	1268
Tb927.3.2280	Tb927_03_v5.1	589430	591236	+	1807	574	490	84	1900
Tb927.3.2290	Tb927_03_v5.1	591399	592520	+	1122	566	348	218	1503
Tb927.3.2300	Tb927_03_v5.1	592641	593317	+	677	23	13	10	27
Tb927.3.2310	Tb927_03_v5.1	593403	594691	+	1289	27	14	13	28
Tb927.3.2320	Tb927_03_v5.1	594894	597350	+	2457	909	759	150	2455
Tb927.3.2330	Tb927_03_v5.1	596450	599660	+	3211	2112	1600	512	3181
Tb927.3.2340	Tb927_03_v5.1	599796	600844	+	1049	362	285	77	864
Tb927.3.2350	Tb927_03_v5.1	601303	601909	+	607	270	167	103	292
Tb927.3.2360	Tb927_03_v5.1	602053	603548	+	1496	1035	831	204	2996
Tb927.3.2370	Tb927_03_v5.1	603846	604470	+	625	358	330	28	626
Tb927.3.2380	Tb927_03_v5.1	604751	605127	+	377	404	339	65	929
Tb927.3.2390	Tb927_03_v5.1	605441	606956	+	1516	962	755	207	4601
Tb927.3.2400	Tb927_03_v5.1	607231	608488	+	1258	244	200	44	738
Tb927.3.2410	Tb927_03_v5.1	608640	609693	+	1054	857	600	257	1094
Tb927.3.2420	Tb927_03_v5.1	610034	610492	+	459	86	33	53	90
Tb927.3.2430	Tb927_03_v5.1	610796	614054	+	3259	1186	937	249	3896
Tb927.3.2440	Tb927_03_v5.1	614177	615758	+	1582	569	448	121	2941
Tb927.3.2450	Tb927_03_v5.1	616321	617490	+	1170	225	186	39	1010
Tb927.3.2460	Tb927_03_v5.1	617728	619316	+	1589	1012	814	198	6899
Tb927.3.2470	Tb927_03_v5.1	619537	622242	+	2706	574	532	42	1575
Tb927.3.2475	Tb927_03_v5.1	622107	623480	+	1374	288	272	16	459
Tb927.3.2477	Tb927_03_v5.1	623714	625006	+	1293	111	83	28	211
Tb927.3.2480	Tb927_03_v5.1	625117	626269	+	1153	64	59	5	530
Tb927.3.2490	Tb927_03_v5.1	626390	629765	+	3376	1526	1269	257	6308
Tb927.3.2500	Tb927_03_v5.1	629822	632433	-	2612	1741	1445	296	3136
Tb927.3.2510	Tb927_03_v5.1;Tb927_03_v5.1	632832;632832	633916;634215	-;-	1384	1248	854	394	2166
Tb927.3.2520	Tb927_03_v5.1	635419	636395	-	977	14	9	5	14
Tb927.3.2530	Tb927_03_v5.1	636520	637494	-	975	223	131	92	3956
Tb927.3.2540	Tb927_03_v5.1;Tb927_03_v5.1	637733;637733	638852;640294	-;-	2562	961	503	458	2113
Tb927.3.2550	Tb927_03_v5.1	639421	641589	-	2169	713	595	118	2367
Tb927.3.2560	Tb927_03_v5.1	642421	643103	-	683	161	127	34	215
Tb927.3.2570	Tb927_03_v5.1	643935	644836	-	902	481	429	52	821
Tb927.3.2580	Tb927_03_v5.1	645449	646133	-	685	191	135	56	260
Tb927.3.2590	Tb927_03_v5.1	647032	651938	-	4907	3071	2463	608	6639
Tb927.3.2600	Tb927_03_v5.1	652232	659249	-	7018	3457	2891	566	6295
Tb927.3.2610	Tb927_03_v5.1	659361	662313	-	2953	2262	1747	515	3551
Tb927.3.2620	Tb927_03_v5.1;Tb927_03_v5.1	662470;662470	668733;669988	-;-	7519	2804	2120	684	5476
Tb927.3.2630	Tb927_03_v5.1	669277	672597	-	3321	1510	1040	470	4407
Tb927.3.2640	Tb927_03_v5.1	673016	674173	-	1158	1035	575	460	1926
Tb927.3.2650	Tb927_03_v5.1	674328	674967	-	640	761	690	71	11298
Tb927.3.2660	Tb927_03_v5.1	675093	677416	-	2324	1279	1144	135	5483
Tb927.3.2670	Tb927_03_v5.1	677574	678718	-	1145	376	323	53	937
Tb927.3.2680	Tb927_03_v5.1	678839	680865	-	2027	428	351	77	1247
Tb927.3.2690	Tb927_03_v5.1	682253	686686	-	4434	2753	2221	532	5895
Tb927.3.2700	Tb927_03_v5.1	687015	688420	-	1406	746	390	356	1171
Tb927.3.2710	Tb927_03_v5.1	688583	693116	-	4534	1828	1434	394	5695
Tb927.3.2720	Tb927_03_v5.1	693525	695303	-	1779	1091	773	318	1937
Tb927.3.2730	Tb927_03_v5.1	695723	701068	-	5346	3385	3018	367	10290
Tb927.3.2740	Tb927_03_v5.1	701310	702850	-	1541	182	118	64	993
Tb927.3.2750	Tb927_03_v5.1	702954	706131	-	3178	641	508	133	1991
Tb927.3.2760	Tb927_03_v5.1	706555	711329	-	4775	1104	849	255	1721
Tb927.3.2770	Tb927_03_v5.1;Tb927_03_v5.1	711457;711457	715336;715363	-;-	3907	1556	1069	487	3352
Tb927.3.2780	Tb927_03_v5.1	716118	719483	-	3366	1544	1272	272	4179
Tb927.3.2790	Tb927_03_v5.1	720110	723646	-	3537	1720	1462	258	7306
Tb927.3.2800	Tb927_03_v5.1	724157	726207	-	2051	619	546	73	1392
Tb927.3.2810	Tb927_03_v5.1	726539	731670	-	5132	2054	1664	390	5316
Tb927.3.2820	Tb927_03_v5.1	731793	733873	-	2081	223	181	42	742
Tb927.3.2830	Tb927_03_v5.1	734301	735634	-	1334	171	135	36	1003
Tb927.3.2840	Tb927_03_v5.1	735570	736861	-	1292	641	540	101	824
Tb927.3.2850	Tb927_03_v5.1	737199	737818	-	620	495	327	168	2235
Tb927.3.2860	Tb927_03_v5.1	738680	739591	-	912	341	287	54	567
Tb927.3.2870	Tb927_03_v5.1	739808	742549	-	2742	1904	1562	342	4960
Tb927.3.2880	Tb927_03_v5.1	742652	743803	-	1152	508	278	230	799
Tb927.3.2890	Tb927_03_v5.1	744287	745481	-	1195	431	361	70	1922
Tb927.3.2900	Tb927_03_v5.1	746517	748191	-	1675	166	155	11	1579
Tb927.3.2910	Tb927_03_v5.1	749404	749959	-	556	592	469	123	1100
Tb927.3.2920	Tb927_03_v5.1	750359	751943	-	1585	565	514	51	1355
Tb927.3.2930	Tb927_03_v5.1	752088	757611	-	5524	750	675	75	1632
Tb927.3.2940	Tb927_03_v5.1	758043	759665	-	1623	1417	1335	82	5070
Tb927.3.2950	Tb927_03_v5.1	759963	762893	-	2931	572	362	210	1745
Tb927.3.2960	Tb927_03_v5.1	763029	764745	-	1717	716	498	218	1008
Tb927.3.2970	Tb927_03_v5.1	764902	765733	-	832	168	156	12	230
Tb927.3.2980	Tb927_03_v5.1	766071	767369	-	1299	622	461	161	823
Tb927.3.2990	Tb927_03_v5.1	767566	768485	-	920	238	190	48	301
Tb927.3.3000	Tb927_03_v5.1	769018	771460	-	2443	229	182	47	495
Tb927.3.3010	Tb927_03_v5.1	771611	772205	-	595	512	342	170	855
Tb927.3.3020	Tb927_03_v5.1	772495	773519	-	1025	247	211	36	923
Tb927.3.3030	Tb927_03_v5.1	774516	775881	-	1366	426	384	42	1120
Tb927.3.3040	Tb927_03_v5.1	776681	778415	-	1735	985	911	74	2725
Tb927.3.3050	Tb927_03_v5.1	778577	781798	-	3222	1817	1641	176	12689
Tb927.3.3060	Tb927_03_v5.1	784857	785818	-	962	375	271	104	1308
Tb927.3.3070	Tb927_03_v5.1	787225	790021	-	2797	902	749	153	4638
Tb927.3.3080	Tb927_03_v5.1	790168	792153	-	1986	742	409	333	2683
Tb927.3.3090	Tb927_03_v5.1	792279	795364	-	3086	1053	914	139	2894
Tb927.3.3100	Tb927_03_v5.1	795477	796466	-	990	422	374	48	695
Tb927.3.3110	Tb927_03_v5.1	796976	800259	-	3284	1564	1112	452	7166
Tb927.3.3120	Tb927_03_v5.1	800708	802148	-	1441	803	552	251	5609
Tb927.3.3130	Tb927_03_v5.1	803152	808398	-	5247	2488	2052	436	11229
Tb927.3.3140	Tb927_03_v5.1	809043	809555	-	513	267	192	75	311
Tb927.3.3150	Tb927_03_v5.1	809741	812147	-	2407	1649	1092	557	3192
Tb927.3.3160	Tb927_03_v5.1	812625	815337	-	2713	887	593	294	3645
Tb927.3.3170	Tb927_03_v5.1	815548	817930	-	2383	1805	1313	492	9568
Tb927.3.3180	Tb927_03_v5.1	818056	821694	-	3639	801	717	84	2257
Tb927.3.3190	Tb927_03_v5.1	823161	824826	-	1666	700	551	149	1214
Tb3.NT.36	Tb927_03_v5.1	824942	825674	-	733	71	69	2	1297
Tb927.3.3200	Tb927_03_v5.1	825970	828146	-	2177	1499	1085	414	17659
Tb927.3.3210	Tb927_03_v5.1	828264	829704	-	1441	376	271	105	929
Tb927.3.3220	Tb927_03_v5.1	830050	832906	-	2857	716	672	44	5790
Tb927.3.3230	Tb927_03_v5.1	833221	835110	-	1890	1084	886	198	21870
Tb927.3.3240	Tb927_03_v5.1	835295	836022	-	728	120	95	25	221
Tb927.3.3250	Tb927_03_v5.1	836182	837388	-	1207	321	128	193	340
Tb927.3.3260	Tb927_03_v5.1	837518	838713	-	1196	89	72	17	283
Tb927.3.3270	Tb927_03_v5.1	839799	842347	-	2549	11	0	11	11
Tb927.3.3280	Tb927_03_v5.1	843271	844991	-	1721	488	349	139	616
Tb927.3.3290	Tb927_03_v5.1	845116	847097	-	1982	668	491	177	1127
Tb927.3.3300	Tb927_03_v5.1	848039	850671	-	2633	805	665	140	4884
Tb927.3.3310	Tb927_03_v5.1	850858	851567	-	710	1	0	1	1
Tb927.3.3320	Tb927_03_v5.1	851677	852476	-	800	7	5	2	7
Tb927.3.3330	Tb927_03_v5.1	852931	853633	-	703	151	134	17	179
Tb927.3.3340	Tb927_03_v5.1	853569	857434	-	3866	3916	2714	1202	7172
Tb927.3.3350	Tb927_03_v5.1	858697	860263	-	1567	963	745	218	2760
Tb927.3.3360	Tb927_03_v5.1	860667	862112	-	1446	1844	1190	654	5355
Tb927.3.3370	Tb927_03_v5.1	862326	863614	-	1289	763	555	208	1451
Tb927.3.3380	Tb927_03_v5.1	865111	866246	-	1136	1175	916	259	2664
Tb927.3.3390	Tb927_03_v5.1	866425	868417	-	1993	690	581	109	1061
Tb927.3.3400	Tb927_03_v5.1	868667	870429	-	1763	1040	879	161	1524
Tb927.3.3410	Tb927_03_v5.1	870987	872540	-	1554	206	170	36	238
Tb927.3.3420	Tb927_03_v5.1	895831	900971	-	5141	2828	2157	671	4130
Tb927.3.3421	Tb927_03_v5.1	902861	905111	+	2251	5017	4072	945	5980
Tb927.3.3422	Tb927_03_v5.1	905452	905623	+	172	301	229	72	946
Tb927.3.3423	Tb927_03_v5.1	906206	908032	+	1827	2083	1700	383	2769
Tb927.3.3424	Tb927_03_v5.1	908228	908442	+	215	141	92	49	181
Tb927.3.3425	Tb927_03_v5.1	908519	910003	+	1485	1605	1327	278	1795
Tb927.3.3426	Tb927_03_v5.1	910141	910323	+	183	16	14	2	19
Tb927.3.3427	Tb927_03_v5.1	910655	910732	+	78	92	80	12	108
Tb927.3.3428	Tb927_03_v5.1	911053	911188	+	136	152	121	31	426
Tb927.3.3429	Tb927_03_v5.1	921223	923473	+	2251	5045	4080	965	6010
Tb927.3.3431	Tb927_03_v5.1	923814	923985	+	172	365	263	102	799
Tb927.3.3432	Tb927_03_v5.1	924568	926394	+	1827	2012	1634	378	2719
Tb927.3.3433	Tb927_03_v5.1	926590	926804	+	215	158	87	71	201
Tb927.3.3434	Tb927_03_v5.1	926881	928365	+	1485	1658	1380	278	1916
Tb927.3.3435	Tb927_03_v5.1	928503	928685	+	183	35	30	5	64
Tb927.3.3436	Tb927_03_v5.1	929008	929085	+	78	138	125	13	161
Tb927.3.3437	Tb927_03_v5.1	929408	929543	+	136	101	80	21	440
Tb927.3.3438	Tb927_03_v5.1	939578	941828	+	2251	5023	4049	974	6024
Tb927.3.3439	Tb927_03_v5.1	942169	942340	+	172	282	216	66	965
Tb927.3.3441	Tb927_03_v5.1	942923	944749	+	1827	2002	1618	384	2723
Tb927.3.3442	Tb927_03_v5.1	944945	945159	+	215	144	84	60	185
Tb927.3.3443	Tb927_03_v5.1	945236	946720	+	1485	1795	1475	320	2086
Tb927.3.3444	Tb927_03_v5.1	946858	947040	+	183	26	24	2	44
Tb927.3.3445	Tb927_03_v5.1	947368	947445	+	78	106	94	12	120
Tb927.3.3446	Tb927_03_v5.1	947768	947903	+	136	118	92	26	458
Tb927.3.3447	Tb927_03_v5.1	957940	960190	+	2251	4901	3902	999	5993
Tb927.3.3448	Tb927_03_v5.1	960539	960710	+	172	396	226	170	852
Tb927.3.3449	Tb927_03_v5.1	961295	963123	+	1829	2086	1729	357	3024
Tb927.3.3451	Tb927_03_v5.1	963319	963533	+	215	123	77	46	163
Tb927.3.3452	Tb927_03_v5.1	963610	965094	+	1485	1543	1236	307	1750
Tb927.3.3453	Tb927_03_v5.1	965232	965414	+	183	33	28	5	34
Tb927.3.3454	Tb927_03_v5.1	965735	965812	+	78	158	139	19	187
Tb927.3.3455	Tb927_03_v5.1	966132	966267	+	136	151	115	36	531
Tb927.3.3430	Tb927_03_v5.1	967381	972686	-	5306	3672	2801	871	5043
Tb927.3.3440	Tb927_03_v5.1	977882	979380	+	1499	549	479	70	2106
Tb927.3.3450	Tb927_03_v5.1	979492	980186	+	695	104	96	8	157
Tb927.3.3460	Tb927_03_v5.1	980289	982444	+	2156	640	474	166	4046
Tb927.3.3470	Tb927_03_v5.1	982571	983178	+	608	123	118	5	722
Tb927.3.3480	Tb927_03_v5.1	983630	985284	+	1655	677	478	199	1504
Tb927.3.3490	Tb927_03_v5.1	985461	986436	+	976	256	218	38	685
Tb927.3.3500	Tb927_03_v5.1	987656	988804	+	1149	292	259	33	2348
Tb927.3.3510	Tb927_03_v5.1	989171	990675	+	1505	553	490	63	893
Tb927.3.3520	Tb927_03_v5.1	991295	992641	+	1347	588	471	117	1577
Tb927.3.3530	Tb927_03_v5.1	993417	994611	+	1195	609	571	38	2618
Tb927.3.3540	Tb927_03_v5.1	994961	996689	+	1729	295	266	29	1362
Tb927.3.3550	Tb927_03_v5.1	996840	1001694	+	4855	1947	1396	551	5061
Tb927.3.3560	Tb927_03_v5.1	1001620	1005130	+	3511	1052	760	292	3165
Tb927.3.3570	Tb927_03_v5.1	1005367	1005898	+	532	47	45	2	472
Tb927.3.3580	Tb927_03_v5.1	1006267	1009763	+	3497	1247	996	251	2118
Tb927.3.3590	Tb927_03_v5.1	1009870	1012640	+	2771	1883	1475	408	10529
Tb927.3.3600	Tb927_03_v5.1	1012767	1014478	+	1712	229	132	97	585
Tb927.3.3610	Tb927_03_v5.1	1014647	1015931	+	1285	295	199	96	590
Tb927.3.3620	Tb927_03_v5.1	1016602	1018084	+	1483	91	42	49	456
Tb927.3.3630	Tb927_03_v5.1	1018237	1019582	+	1346	689	433	256	1063
Tb927.3.3640	Tb927_03_v5.1	1020031	1022710	+	2680	2384	1775	609	9564
Tb927.3.3650	Tb927_03_v5.1	1022870	1024569	+	1700	1095	837	258	3618
Tb927.3.3660	Tb927_03_v5.1	1025461	1026953	+	1493	575	489	86	1256
Tb927.3.3670	Tb927_03_v5.1	1027081	1029265	+	2185	574	396	178	1769
Tb927.3.3680	Tb927_03_v5.1	1029417	1030389	+	973	176	141	35	668
Tb927.3.3690	Tb927_03_v5.1	1030530	1032991	+	2462	193	186	7	548
Tb927.3.3700	Tb927_03_v5.1	1033145	1033898	+	754	383	327	56	1132
Tb927.3.3710	Tb927_03_v5.1	1034037	1034901	+	865	211	189	22	450
Tb927.3.3720	Tb927_03_v5.1	1035054	1035634	+	581	325	262	63	735
Tb927.3.3730	Tb927_03_v5.1	1036205	1043888	+	7684	3636	3036	600	8516
Tb927.3.3740	Tb927_03_v5.1	1044045	1047503	+	3459	2947	2192	755	5756
Tb927.3.3750	Tb927_03_v5.1	1047416	1048145	+	730	144	107	37	1403
Tb927.3.3760	Tb927_03_v5.1	1050397	1050898	+	502	350	328	22	1056
Tb927.3.3770	Tb927_03_v5.1	1051496	1053378	+	1883	828	621	207	1723
Tb927.3.3780	Tb927_03_v5.1	1053516	1054471	+	956	350	330	20	1019
Tb927.3.3790	Tb927_03_v5.1	1054615	1055847	+	1233	339	258	81	716
Tb927.3.3800	Tb927_03_v5.1;Tb927_03_v5.1	1055982;1056047	1059074;1059074	+;+	3093	3347	2248	1099	13574
Tb927.3.3810	Tb927_03_v5.1	1059287	1060571	+	1285	433	376	57	1582
Tb927.3.3820	Tb927_03_v5.1	1061167	1062587	+	1421	490	309	181	13611
Tb927.3.3830	Tb927_03_v5.1	1063424	1064870	+	1447	1207	893	314	1864
Tb927.3.3840	Tb927_03_v5.1	1065041	1066255	+	1215	415	349	66	479
Tb927.3.3850	Tb927_03_v5.1	1066388	1070719	+	4332	3120	2407	713	15185
Tb927.3.3860	Tb927_03_v5.1	1071418	1075572	+	4155	1717	1414	303	4728
Tb927.3.3870	Tb927_03_v5.1	1075942	1079769	+	3828	1640	1393	247	5787
Tb927.3.3880	Tb927_03_v5.1	1080706	1081663	+	958	331	287	44	935
Tb927.3.3890	Tb927_03_v5.1	1081904	1082956	+	1053	599	443	156	1324
Tb927.3.3900	Tb927_03_v5.1	1083950	1085884	+	1935	1129	949	180	2892
Tb927.3.3910	Tb927_03_v5.1	1088042	1089199	+	1158	409	284	125	476
Tb927.3.3920	Tb927_03_v5.1	1089611	1091821	+	2211	751	599	152	2188
Tb927.3.3930	Tb927_03_v5.1	1091925	1096021	+	4097	673	572	101	2488
Tb927.3.3940	Tb927_03_v5.1	1096380	1107530	+	11151	1715	1345	370	7339
Tb927.3.3950	Tb927_03_v5.1	1107175	1109585	+	2411	491	239	252	728
Tb927.3.3960	Tb927_03_v5.1	1110200	1113671	+	3472	377	315	62	1520
Tb927.3.3970	Tb927_03_v5.1	1113957	1115248	+	1292	637	516	121	1489
Tb927.3.3980	Tb927_03_v5.1	1116504	1118163	+	1660	656	589	67	2325
Tb927.3.3990	Tb927_03_v5.1	1119170	1120510	+	1341	705	535	170	1360
Tb927.3.4000	Tb927_03_v5.1	1121011	1121645	+	635	154	105	49	479
Tb927.3.4005	Tb927_03_v5.1	1123626	1123844	+	219	201	181	20	454
Tb927.3.4010	Tb927_03_v5.1	1124707	1126831	-	2125	641	486	155	1332
Tb927.3.4020	Tb927_03_v5.1	1127210	1134341	-	7132	4107	3420	687	11159
Tb927.3.4030	Tb927_03_v5.1	1135385	1139035	-	3651	1532	1235	297	2503
Tb927.3.4040	Tb927_03_v5.1	1139215	1142352	-	3138	2088	1640	448	7336
Tb927.3.4050	Tb927_03_v5.1	1142546	1143211	-	666	627	520	107	1903
Tb927.3.4060	Tb927_03_v5.1	1143388	1147796	-	4409	2093	1551	542	4823
Tb927.3.4070	Tb927_03_v5.1	1147941	1150117	-	2177	659	613	46	2916
Tb927.3.4080	Tb927_03_v5.1	1150361	1152378	-	2018	571	490	81	1715
Tb927.3.4090	Tb927_03_v5.1	1152523	1154714	-	2192	1038	934	104	4230
Tb927.3.4100	Tb927_03_v5.1	1154859	1157033	-	2175	613	512	101	1164
Tb927.3.4110	Tb927_03_v5.1	1157178	1159419	-	2242	456	409	47	2991
Tb927.3.4120	Tb927_03_v5.1	1160791	1162845	-	2055	2086	1577	509	7204
Tb927.3.4130	Tb927_03_v5.1	1163095	1164175	-	1081	794	714	80	1526
Tb927.3.4140	Tb927_03_v5.1	1164343	1166113	-	1771	566	463	103	962
Tb927.3.4150	Tb927_03_v5.1	1167017	1168422	-	1406	714	514	200	1557
Tb927.3.4160	Tb927_03_v5.1	1169750	1171171	-	1422	1419	1166	253	2943
Tb927.3.4170	Tb927_03_v5.1	1171342	1172125	-	784	287	235	52	703
Tb927.3.4180	Tb927_03_v5.1	1173210	1174771	-	1562	1316	1119	197	3503
Tb927.3.4190	Tb927_03_v5.1	1176215	1178210	-	1996	777	679	98	1702
Tb927.3.4200	Tb927_03_v5.1	1178327	1179642	-	1316	177	117	60	501
Tb927.3.4210	Tb927_03_v5.1	1179578	1185224	-	5647	2096	1777	319	4209
Tb927.3.4220	Tb927_03_v5.1	1185640	1189068	-	3429	1371	1055	316	38978
Tb927.3.4230	Tb927_03_v5.1	1190317	1194927	-	4611	2503	1784	719	3472
Tb927.3.4240	Tb927_03_v5.1	1195175	1195833	-	659	294	227	67	445
Tb927.3.4250	Tb927_03_v5.1	1195959	1197732	-	1774	165	158	7	848
Tb927.3.4260	Tb927_03_v5.1	1197849	1200217	-	2369	1128	839	289	3423
Tb927.3.4270	Tb927_03_v5.1	1202789	1205668	-	2880	795	690	105	3046
Tb927.3.4280	Tb927_03_v5.1	1205814	1208549	-	2736	2258	1751	507	4743
Tb927.3.4290	Tb927_03_v5.1	1208659	1210764	-	2106	14	11	3	267
Tb927.3.4300	Tb927_03_v5.1	1210898	1212927	-	2030	3	0	3	3
Tb927.3.4310	Tb927_03_v5.1	1213061	1215090	-	2030	6	0	6	6
Tb927.3.4320	Tb927_03_v5.1	1215224	1217253	-	2030	7	0	7	7
Tb927.3.4330	Tb927_03_v5.1	1217387	1219341	-	1955	6	1	5	6
Tb927.3.4340	Tb927_03_v5.1	1219486	1220572	-	1087	796	658	138	2793
Tb927.3.4350	Tb927_03_v5.1	1220808	1223242	-	2435	1002	622	380	3065
Tb927.3.4360	Tb927_03_v5.1	1223335	1223860	-	526	26	21	5	197
Tb927.3.4370	Tb927_03_v5.1	1224042	1225746	-	1705	567	480	87	739
Tb927.3.4380	Tb927_03_v5.1	1225916	1227511	-	1596	1229	893	336	1751
Tb927.3.4390	Tb927_03_v5.1	1227814	1229349	-	1536	644	491	153	4968
Tb927.3.4393	Tb927_03_v5.1	1233524	1233604	+	81	56	43	13	72
Tb927.3.4396	Tb927_03_v5.1	1233810	1233891	-	82	104	87	17	156
Tb927.3.4399	Tb927_03_v5.1	1233951	1234031	-	81	100	37	63	110
Tb927.3.4400	Tb927_03_v5.1	1239476	1240592	-	1117	1128	980	148	2430
Tb927.3.4410	Tb927_03_v5.1	1240791	1241549	-	759	284	237	47	1037
Tb927.3.4420	Tb927_03_v5.1	1241845	1243238	-	1394	1268	665	603	5649
Tb927.3.4430	Tb927_03_v5.1	1243455	1245315	-	1861	1902	1286	616	5166
Tb927.3.4440	Tb927_03_v5.1	1245769	1247011	-	1243	436	344	92	522
Tb927.3.4450	Tb927_03_v5.1	1247046	1248640	-	1595	604	483	121	1779
Tb927.3.4460	Tb927_03_v5.1	1248752	1250049	-	1298	147	62	85	881
Tb927.3.4470	Tb927_03_v5.1	1250893	1252761	-	1869	1713	1345	368	3005
Tb927.3.4480	Tb927_03_v5.1	1252839	1254091	-	1253	327	285	42	768
Tb927.3.4490	Tb927_03_v5.1	1253602	1256295	-	2694	645	558	87	1688
Tb927.3.4500	Tb927_03_v5.1	1256475	1259944	-	3470	1234	1050	184	4286
Tb927.3.4510	Tb927_03_v5.1	1260167	1264660	-	4494	1845	1436	409	4047
Tb927.3.4520	Tb927_03_v5.1	1265164	1266120	-	957	364	277	87	443
Tb927.3.4530	Tb927_03_v5.1	1266277	1267053	-	777	590	567	23	4109
Tb927.3.4540	Tb927_03_v5.1	1267258	1268775	-	1518	477	361	116	2132
Tb927.3.4550	Tb927_03_v5.1	1269073	1271242	-	2170	1613	1220	393	3769
Tb927.3.4560	Tb927_03_v5.1	1271986	1276431	-	4446	2187	1955	232	4459
Tb927.3.4570	Tb927_03_v5.1	1276960	1279395	-	2436	1019	745	274	1716
Tb927.3.4580	Tb927_03_v5.1	1279500	1282748	-	3249	2481	2184	297	9199
Tb927.3.4590	Tb927_03_v5.1	1287351	1289172	-	1822	44	37	7	215
Tb927.3.4600	Tb927_03_v5.1	1289776	1293047	-	3272	4552	3355	1197	13295
Tb927.3.4610	Tb927_03_v5.1	1293531	1303027	-	9497	5014	3922	1092	11410
Tb927.3.4620	Tb927_03_v5.1	1303395	1307829	-	4435	1445	1272	173	2671
Tb927.3.4630	Tb927_03_v5.1	1308295	1313623	-	5329	2343	1865	478	10700
Tb927.3.4640	Tb927_03_v5.1	1315276	1316362	-	1087	5	4	1	72
Tb927.3.4650	Tb927_03_v5.1	1316508	1318041	-	1534	309	211	98	339
Tb927.3.4660	Tb927_03_v5.1	1318146	1320803	-	2658	592	500	92	1638
