# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003740.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/counts.txt" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup.bam" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_F_plus_R.bam" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_WO.bam" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup.bam	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_F_plus_R.bam	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_WO.bam	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted.bam
Tb927.2.3310	Tb927_02_v5.1	612185	614554	+	2370	1475	1143	332	2137
Tb927.2.3320	Tb927_02_v5.1	615727	617079	+	1353	757	336	421	1301
Tb927.2.3330	Tb927_02_v5.1	617407	618112	+	706	179	151	28	300
Tb927.2.3340	Tb927_02_v5.1	619143	620168	-	1026	110	85	25	115
Tb927.2.3370	Tb927_02_v5.1	622568	624818	-	2251	499	412	87	1016
Tb927.2.3390	Tb927_02_v5.1	625038	628664	-	3627	621	566	55	4474
Tb927.2.3400	Tb927_02_v5.1	628937	629985	-	1049	530	483	47	1124
Tb927.2.3420	Tb927_02_v5.1	630394	630879	-	486	345	248	97	821
Tb927.2.3440	Tb927_02_v5.1	631650	632773	-	1124	278	267	11	2763
Tb927.2.3460	Tb927_02_v5.1	633597	634837	-	1241	321	257	64	1233
Tb927.2.3480	Tb927_02_v5.1	634955	636776	-	1822	392	265	127	1787
Tb927.2.3580	Tb927_02_v5.1	641498	643236	-	1739	1376	1042	334	2025
Tb927.2.3610	Tb927_02_v5.1	644802	645660	-	859	852	501	351	2053
Tb927.2.3620	Tb927_02_v5.1	646502	649139	-	2638	878	550	328	2489
Tb927.2.3660	Tb927_02_v5.1	650279	661575	-	11297	3027	2476	551	10864
Tb927.2.3720	Tb927_02_v5.1	662243	665976	-	3734	218	183	35	847
Tb927.2.3730	Tb927_02_v5.1	666265	669012	-	2748	1064	832	232	1577
Tb927.2.3750	Tb927_02_v5.1	669122	671861	-	2740	2767	1584	1183	5457
Tb927.2.3780	Tb927_02_v5.1	672844	676359	-	3516	663	559	104	1883
Tb927.2.3800	Tb927_02_v5.1	675970	679126	-	3157	249	140	109	425
Tb2.NT.37	Tb927_02_v5.1	679284	679720	-	437	5	4	1	5
Tb927.2.3880	Tb927_02_v5.1	686755	690640	-	3886	648	545	103	1621
Tb927.2.3910	Tb927_02_v5.1	689675	692832	-	3158	1086	865	221	1659
Tb927.2.3920	Tb927_02_v5.1	692944	693881	-	938	379	197	182	408
Tb927.2.3930	Tb927_02_v5.1	694009	697251	-	3243	219	183	36	588
Tb927.2.3960	Tb927_02_v5.1	697392	698288	-	897	171	160	11	518
Tb927.2.3970	Tb927_02_v5.1	698565	699915	-	1351	424	368	56	766
Tb927.2.3990	Tb927_02_v5.1	700707	704078	-	3372	1619	1202	417	3298
Tb927.2.4000	Tb927_02_v5.1	704235	707234	-	3000	1029	735	294	1678
Tb927.2.4020	Tb927_02_v5.1	707344	709608	-	2265	817	577	240	2177
Tb927.2.4050	Tb927_02_v5.1	709918	714647	-	4730	2005	1280	725	3378
Tb927.2.4060	Tb927_02_v5.1	715419	718164	-	2746	209	186	23	778
Tb927.2.4090	Tb927_02_v5.1	718375	719837	-	1463	245	222	23	1473
Tb927.2.4110	Tb927_02_v5.1	720227	721860	-	1634	430	343	87	1167
Tb927.2.4130	Tb927_02_v5.1	721757	724995	-	3239	751	559	192	5885
Tb927.2.4140	Tb927_02_v5.1	725110	728615	-	3506	3619	2312	1307	5799
Tb927.2.4150	Tb927_02_v5.1	728742	730138	-	1397	313	229	84	523
Tb927.2.4160	Tb927_02_v5.1	730705	733487	-	2783	1193	815	378	2920
Tb927.2.4200	Tb927_02_v5.1	736855	740194	-	3340	2018	1551	467	4908
Tb927.2.4210	Tb927_02_v5.1	740656	742863	-	2208	884	668	216	4516
Tb927.2.4230	Tb927_02_v5.1	742984	754825	-	11842	921	709	212	2038
Tb927.2.4240	Tb927_02_v5.1	754947	757212	-	2266	530	446	84	1641
Tb927.2.4280	Tb927_02_v5.1	759933	763493	-	3561	972	780	192	2447
Tb927.2.4330	Tb927_02_v5.1	765111	767567	-	2457	570	524	46	2134
Tb927.2.4340	Tb927_02_v5.1	767808	769258	-	1451	1398	919	479	3582
Tb927.2.4370	Tb927_02_v5.1	769607	772983	-	3377	380	305	75	1052
Tb927.2.4380	Tb927_02_v5.1	773373	774663	-	1291	413	382	31	992
Tb927.2.4390	Tb927_02_v5.1	775098	777449	-	2352	1486	954	532	2383
Tb927.2.4400	Tb927_02_v5.1	777760	782008	-	4249	1163	857	306	2887
Tb927.2.4410	Tb927_02_v5.1	782129	784409	-	2281	582	442	140	1621
Tb927.2.4420	Tb927_02_v5.1;Tb927_02_v5.1	784574;784574	786053;786293	-;-	1720	1647	979	668	3671
Tb927.2.4440	Tb927_02_v5.1	786494	787589	-	1096	113	71	42	553
Tb927.2.4445	Tb927_02_v5.1	787612	788207	-	596	189	180	9	422
Tb927.2.4460	Tb927_02_v5.1	788919	790843	-	1925	261	203	58	1580
Tb927.2.4470	Tb927_02_v5.1	790963	793879	-	2917	406	315	91	779
Tb927.2.4480	Tb927_02_v5.1	794009	795795	-	1787	613	448	165	774
Tb927.2.4510	Tb927_02_v5.1	795917	800576	-	4660	1451	1132	319	3347
Tb927.2.4520	Tb927_02_v5.1	801493	805267	-	3775	351	290	61	1327
Tb927.2.4530	Tb927_02_v5.1	806089	806849	-	761	519	354	165	2425
Tb927.2.4540	Tb927_02_v5.1	807076	808145	-	1070	309	214	95	669
Tb927.2.4550	Tb927_02_v5.1	808398	811509	-	3112	288	233	55	893
Tb927.2.4560	Tb927_02_v5.1	812051	814041	-	1991	447	365	82	1137
Tb927.2.4580	Tb927_02_v5.1	814260	816446	-	2187	2164	491	1673	4241
Tb2.NT.41	Tb927_02_v5.1	816574	817079	-	506	95	43	52	116
Tb927.2.4590	Tb927_02_v5.1	817282	819499	-	2218	425	310	115	895
Tb927.2.4610	Tb927_02_v5.1	819617	821338	-	1722	719	559	160	1489
Tb927.2.4620	Tb927_02_v5.1	821456	822860	-	1405	1016	789	227	1738
Tb927.2.4650	Tb927_02_v5.1	823239	824300	-	1062	344	257	87	1656
Tb927.2.4670	Tb927_02_v5.1	825324	827070	-	1747	543	389	154	685
Tb927.2.4680	Tb927_02_v5.1	827867	829166	-	1300	902	608	294	1123
Tb927.2.4700	Tb927_02_v5.1	829289	832048	-	2760	359	282	77	571
Tb927.2.4710	Tb927_02_v5.1	832806	835963	-	3158	198	181	17	769
Tb927.2.4720	Tb927_02_v5.1	835653	840425	-	4773	1734	1376	358	3780
Tb927.2.4740	Tb927_02_v5.1	840842	841918	-	1077	1235	922	313	2057
Tb927.2.4750	Tb927_02_v5.1	842055	844104	-	2050	772	538	234	5413
Tb927.2.4760	Tb927_02_v5.1	843529	846021	-	2493	1952	1373	579	3203
Tb927.2.4780	Tb927_02_v5.1	846146	850240	-	4095	2097	1641	456	4031
Tb927.2.4795	Tb927_02_v5.1	850455	850858	-	404	12	7	5	61
Tb927.2.4800	Tb927_02_v5.1	850985	852274	-	1290	422	300	122	710
Tb927.2.4810	Tb927_02_v5.1	852596	857212	-	4617	567	422	145	970
Tb927.2.4830	Tb927_02_v5.1	857351	859362	-	2012	737	500	237	924
Tb927.2.4840	Tb927_02_v5.1	859870	860567	-	698	4	3	1	11
Tb927.2.4850	Tb927_02_v5.1	860727	862306	-	1580	331	303	28	1605
Tb927.2.4870	Tb927_02_v5.1	862606	863607	-	1002	498	246	252	805
Tb927.2.4890	Tb927_02_v5.1	863698	865041	-	1344	1584	1175	409	2509
Tb927.2.4900	Tb927_02_v5.1	865200	866545	-	1346	790	524	266	4543
Tb927.2.4920	Tb927_02_v5.1	867355	869126	-	1772	1786	1093	693	4013
Tb927.2.4925	Tb927_02_v5.1	869251	870162	-	912	437	358	79	1525
Tb927.2.4930	Tb927_02_v5.1	870284	871917	-	1634	761	616	145	2220
Tb927.2.4950	Tb927_02_v5.1	872188	876514	-	4327	1647	1394	253	3746
Tb927.2.4970	Tb927_02_v5.1	877244	879167	-	1924	816	612	204	1932
Tb927.2.4980	Tb927_02_v5.1	879286	880417	-	1132	640	532	108	1497
Tb927.2.4990	Tb927_02_v5.1	880589	883359	-	2771	1501	1080	421	2956
Tb927.2.5000	Tb927_02_v5.1	884008	885290	-	1283	721	444	277	991
Tb927.2.5010	Tb927_02_v5.1	886019	887523	-	1505	181	134	47	199
Tb927.2.5020	Tb927_02_v5.1	887723	889999	-	2277	731	481	250	3165
Tb927.2.5030	Tb927_02_v5.1	890132	892562	-	2431	571	370	201	1422
Tb927.2.5040	Tb927_02_v5.1	892686	893563	-	878	348	304	44	491
Tb927.2.5050	Tb927_02_v5.1	893699	895060	-	1362	846	597	249	1417
Tb927.2.5060	Tb927_02_v5.1	895261	896489	-	1229	433	249	184	636
Tb927.2.5070	Tb927_02_v5.1	896595	897215	-	621	4	3	1	13
Tb927.2.5080	Tb927_02_v5.1	897328	898837	-	1510	932	495	437	1284
Tb2.NT.50	Tb927_02_v5.1	905341	905521	+	181	27	25	2	36
Tb927.2.5120	Tb927_02_v5.1	905632	906444	+	813	104	94	10	179
Tb927.2.5130	Tb927_02_v5.1	906553	907778	+	1226	137	71	66	148
Tb927.2.5140	Tb927_02_v5.1	907929	908640	+	712	131	115	16	680
Tb2.NT.51	Tb927_02_v5.1	908676	909043	+	368	141	95	46	397
Tb927.2.5150	Tb927_02_v5.1	909140	910654	+	1515	560	319	241	652
Tb927.2.5160	Tb927_02_v5.1	910849	912056	+	1208	176	149	27	708
Tb927.2.5180	Tb927_02_v5.1	912543	913708	+	1166	526	401	125	8611
Tb927.2.5190	Tb927_02_v5.1	913840	914820	+	981	457	256	201	699
Tb927.2.5200	Tb927_02_v5.1	914914	917250	+	2337	581	462	119	730
Tb927.2.5210	Tb927_02_v5.1	917429	918184	+	756	676	529	147	1168
Tb927.2.5220	Tb927_02_v5.1	918410	919496	+	1087	340	307	33	1292
Tb927.2.5230	Tb927_02_v5.1	919961	920818	+	858	234	192	42	584
Tb927.2.5240	Tb927_02_v5.1	921089	922750	+	1662	687	574	113	1294
Tb927.2.5250	Tb927_02_v5.1	923072	924425	+	1354	320	258	62	824
Tb927.2.5260	Tb927_02_v5.1	924568	925170	+	603	78	72	6	507
Tb927.2.5270	Tb927_02_v5.1	925381	938171	+	12791	420	338	82	5459
Tb927.2.5280	Tb927_02_v5.1	938954	941448	+	2495	507	449	58	3585
Tb927.2.5290	Tb927_02_v5.1	941592	943763	+	2172	1471	1153	318	2828
Tb927.2.5300	Tb927_02_v5.1	944572	945691	+	1120	624	477	147	1181
Tb927.2.5310	Tb927_02_v5.1	946500	948294	+	1795	1785	1295	490	5812
Tb927.2.5320	Tb927_02_v5.1	948419	950219	+	1801	861	677	184	1398
Tb927.2.5330	Tb927_02_v5.1	950344	952159	+	1816	2784	1987	797	4091
Tb927.2.5340	Tb927_02_v5.1	952284	954099	+	1816	2235	1291	944	3451
Tb927.2.5350	Tb927_02_v5.1	954224	956039	+	1816	1273	914	359	1857
Tb927.2.5360	Tb927_02_v5.1	956164	957295	+	1132	1523	1211	312	2680
Tb927.2.5384	Tb927_02_v5.1	958081	960865	+	2785	814	619	195	1894
Tb927.2.5410	Tb927_02_v5.1	962027	967175	-	5149	1788	1470	318	15583
Tb927.2.5440	Tb927_02_v5.1	967441	971458	-	4018	2817	1962	855	5983
Tb927.2.5480	Tb927_02_v5.1	973700	977294	-	3595	1642	1226	416	2825
Tb2.NT.57	Tb927_02_v5.1	977410	977799	-	390	312	180	132	342
Tb927.2.5500	Tb927_02_v5.1	978941	979806	-	866	794	528	266	1471
Tb927.2.5530	Tb927_02_v5.1	980487	986253	-	5767	1992	1436	556	3503
Tb2.NT.58	Tb927_02_v5.1	986351	986802	-	452	122	119	3	631
Tb927.2.5540	Tb927_02_v5.1	988011	994295	-	6285	2743	1975	768	6104
Tb927.2.5600	Tb927_02_v5.1	1000404	1007743	+	7340	2662	1962	700	6105
Tb2.NT.61	Tb927_02_v5.1	1007898	1008349	+	452	144	138	6	634
Tb927.2.5610	Tb927_02_v5.1	1008447	1014213	+	5767	2324	1746	578	4204
Tb927.2.5630	Tb927_02_v5.1	1014894	1016802	+	1909	1050	729	321	1891
Tb2.NT.63	Tb927_02_v5.1	1016913	1017285	+	373	197	118	79	211
Tb927.2.5650	Tb927_02_v5.1	1017418	1021444	+	4027	1901	1399	502	3169
Tb927.2.5660	Tb927_02_v5.1	1021550	1022501	+	952	162	147	15	673
Tb927.2.5680	Tb927_02_v5.1	1024689	1024836	+	148	445	371	74	1149
Tb927.2.5710	Tb927_02_v5.1	1025808	1027351	+	1544	683	471	212	2602
Tb927.2.5720	Tb927_02_v5.1	1027579	1031636	+	4058	803	555	248	1373
Tb927.2.5750	Tb927_02_v5.1	1030388	1033629	+	3242	975	496	479	3965
Tb927.2.5760	Tb927_02_v5.1	1033908	1043301	+	9394	4115	2826	1289	6995
Tb927.2.5800	Tb927_02_v5.1	1046195	1047765	+	1571	548	390	158	1278
Tb927.2.5810	Tb927_02_v5.1	1047922	1053340	+	5419	948	819	129	2932
Tb927.2.5820	Tb927_02_v5.1	1053508	1057287	+	3780	1735	1314	421	5393
Tb927.2.5830	Tb927_02_v5.1	1057460	1058457	+	998	434	386	48	1385
Tb927.2.5850	Tb927_02_v5.1	1058691	1059083	+	393	209	188	21	460
Tb927.2.5860	Tb927_02_v5.1	1059472	1063324	+	3853	1203	862	341	2555
Tb927.2.5870	Tb927_02_v5.1	1064533	1070201	+	5669	5405	4291	1114	11155
Tb927.2.5890	Tb927_02_v5.1	1071724	1073423	+	1700	608	347	261	1039
Tb927.2.5900	Tb927_02_v5.1	1073525	1076935	+	3411	1140	962	178	4001
Tb927.2.5910	Tb927_02_v5.1	1077030	1077599	+	570	5	4	1	7
Tb927.2.5930	Tb927_02_v5.1	1077803	1079749	+	1947	1097	947	150	2251
Tb927.2.5950	Tb927_02_v5.1	1080102	1082234	+	2133	1228	889	339	1774
Tb927.2.5970	Tb927_02_v5.1	1082338	1084214	+	1877	349	271	78	1427
Tb927.2.5980	Tb927_02_v5.1	1084364	1087644	+	3281	1209	711	498	1928
Tb927.2.6000	Tb927_02_v5.1	1087774	1092746	+	4973	603	525	78	2296
Tb927.2.6050	Tb927_02_v5.1	1092608	1095501	+	2894	405	338	67	4517
Tb927.2.6070	Tb927_02_v5.1	1096318	1097380	+	1063	418	357	61	645
Tb927.2.6080	Tb927_02_v5.1	1097566	1099351	+	1786	683	586	97	989
Tb927.2.6090	Tb927_02_v5.1	1099538	1100155	+	618	49	45	4	258
Tb927.2.6100	Tb927_02_v5.1	1100311	1102052	+	1742	427	377	50	1236
Tb927.2.6130	Tb927_02_v5.1	1102710	1105984	+	3275	1201	960	241	2292
Tb927.2.6150	Tb927_02_v5.1	1106145	1108869	+	2725	1227	910	317	3911
Tb927.2.6180	Tb927_02_v5.1	1114507	1117774	+	3268	996	741	255	2456
Tb927.2.6200	Tb927_02_v5.1	1116625	1119335	+	2711	3876	1738	2138	15466
Tb927.2.6210	Tb927_02_v5.1	1124923	1128186	+	3264	413	308	105	639
Tb927.2.6220	Tb927_02_v5.1	1126503	1129788	+	3286	835	518	317	1087
Tb927.2.6230	Tb927_02_v5.1	1131707	1136058	+	4352	3097	2135	962	5621
Tb927.2.6240	Tb927_02_v5.1	1136599	1142881	+	6283	3733	2738	995	7421
Tb927.2.6270	Tb927_02_v5.1	1141756	1146582	+	4827	2385	1676	709	4137
Tb927.2.6280	Tb927_02_v5.1	1147123	1153421	+	6299	3891	2908	983	8762
Tb927.2.6310	Tb927_02_v5.1	1152295	1159353	+	7059	2633	1973	660	5101
Tb927.2.6320	Tb927_02_v5.1	1157651	1162050	+	4400	2223	1565	658	3049
Tb927.2.6350	Tb927_02_v5.1	1166313	1167905	+	1593	637	405	232	855
Tb927.2.6372	Tb927_02_v5.1	1170247	1175092	-	4846	2540	1863	677	4738
Tb927.2.6375	Tb927_02_v5.1	1175359	1176353	-	995	519	357	162	792
Tb927.2.6380	Tb927_02_v5.1	1178158	1179708	-	1551	213	193	20	2034
Tb927.2.6390	Tb927_02_v5.1	1180816	1182456	-	1641	609	424	185	1071
Tb927.2.6400	Tb927_02_v5.1	1182696	1183604	-	909	586	418	168	1166
Tb927.2.6404	Tb927_02_v5.1	1183907	1184890	-	984	804	505	299	1605
Tb927.2.6410	Tb927_02_v5.1	1186058	1187488	-	1431	580	420	160	786
Tb927.2.6430	Tb927_02_v5.1	1189121	1190683	-	1563	424	334	90	661
Tb927.2.6435	Tb927_02_v5.1	1191822	1193947	-	2126	212	199	13	300
Tb05.5K5.10	5K5_v5.1	3	97	-	95	0	0	0	0
Tb05.5K5.20	5K5_v5.1	150	2405	-	2256	576	469	107	906
Tb05.5K5.30	5K5_v5.1	3300	7701	-	4402	1039	745	294	1987
Tb05.5K5.40	5K5_v5.1	8406	9012	-	607	80	70	10	250
Tb05.5K5.50	5K5_v5.1	9142	10828	-	1687	483	341	142	654
Tb05.5K5.60	5K5_v5.1	10998	11739	-	742	71	65	6	244
Tb05.5K5.70	5K5_v5.1	11904	14331	-	2428	733	634	99	1890
Tb05.5K5.80	5K5_v5.1	15063	16182	-	1120	704	556	148	1064
Tb05.5K5.90	5K5_v5.1	16499	16915	-	417	11	7	4	11
Tb05.5K5.100	5K5_v5.1	17609	18248	-	640	154	132	22	273
Tb05.5K5.110	5K5_v5.1	18623	22146	-	3524	545	260	285	1556
Tb05.5K5.120	5K5_v5.1	21693	25373	-	3681	1002	694	308	2881
Tb05.5K5.130	5K5_v5.1	25549	27588	-	2040	261	159	102	1908
Tb05.5K5.140	5K5_v5.1	27867	28292	-	426	275	231	44	394
Tb05.5K5.150	5K5_v5.1	28569	29197	-	629	140	98	42	154
Tb05.5K5.160	5K5_v5.1	29371	32881	-	3511	261	230	31	546
Tb05.5K5.170	5K5_v5.1	32991	33885	-	895	27	20	7	28
Tb05.5K5.180	5K5_v5.1	42035	47179	+	5145	1033	706	327	1419
Tb05.5K5.190	5K5_v5.1	47844	53721	+	5878	1837	1447	390	2761
Tb05.5K5.200	5K5_v5.1	55818	58421	+	2604	251	222	29	435
Tb05.5K5.210	5K5_v5.1	58529	63156	+	4628	946	666	280	1333
Tb05.5K5.220	5K5_v5.1	62433	68905	+	6473	1206	974	232	2000
Tb05.5K5.230	5K5_v5.1	69112	70007	+	896	1120	490	630	2551
Tb05.5K5.240	5K5_v5.1	70446	71678	+	1233	481	241	240	878
Tb05.5K5.250	5K5_v5.1	73326	73871	+	546	357	319	38	751
Tb05.5K5.260	5K5_v5.1	76296	77355	+	1060	271	172	99	353
Tb05.5K5.270	5K5_v5.1	78356	79256	+	901	233	193	40	281
Tb05.5K5.280	5K5_v5.1	82303	83290	+	988	1421	651	770	1868
Tb05.5K5.290	5K5_v5.1	85390	86076	-	687	109	89	20	169
Tb05.5K5.300	5K5_v5.1	88020	89645	-	1626	279	203	76	669
Tb05.5K5.310	5K5_v5.1	89861	90997	-	1137	308	278	30	744
Tb05.5K5.320	5K5_v5.1	92058	93524	-	1467	124	63	61	266
Tb05.5K5.330	5K5_v5.1	95867	97674	-	1808	206	122	84	1009
Tb05.5K5.340	5K5_v5.1	99284	100894	-	1611	136	93	43	260
Tb05.5K5.350	5K5_v5.1	101144	102241	-	1098	340	306	34	596
Tb05.5K5.360	5K5_v5.1	102882	104444	-	1563	167	131	36	1475
Tb05.5K5.370	5K5_v5.1	105949	107920	-	1972	964	770	194	1417
Tb05.5K5.380	5K5_v5.1	108989	110575	-	1587	261	196	65	423
Tb05.5K5.390	5K5_v5.1	112251	115684	-	3434	849	575	274	1405
Tb05.5K5.400	5K5_v5.1	117344	120266	-	2923	251	127	124	357
Tb05.5K5.410	5K5_v5.1	120462	122033	-	1572	154	105	49	231
Tb05.5K5.420	5K5_v5.1	122167	123255	-	1089	452	342	110	887
Tb05.5K5.430	5K5_v5.1	124429	125868	-	1440	122	82	40	257
Tb05.5K5.440	5K5_v5.1	127693	129411	-	1719	367	270	97	905
Tb05.5K5.450	5K5_v5.1	131259	132734	-	1476	94	56	38	204
Tb05.5K5.460	5K5_v5.1	134559	136277	-	1719	350	248	102	884
Tb05.5K5.470	5K5_v5.1	137939	139749	-	1811	259	128	131	273
Tb05.5K5.480	5K5_v5.1	141766	143448	-	1683	46	23	23	186
Tb05.5K5.490	5K5_v5.1	144327	145871	-	1545	316	255	61	660
Tb05.5K5.500	5K5_v5.1	146132	147163	-	1032	215	145	70	271
Tb05.5K5.510	5K5_v5.1	147286	148407	-	1122	427	338	89	639
Tb05.5K5.520	5K5_v5.1	149334	150908	-	1575	338	281	57	629
Tb05.5K5.530	5K5_v5.1	152786	154174	-	1389	369	284	85	1212
Tb05.5K5.540	5K5_v5.1	155811	157295	-	1485	509	384	125	766
Tb09.v4.0179	tryp_IXb-6g03.q1c	1986	3404	+	1419	443	224	219	628
Tb09.v4.0180	tryp_IXb-6g03.q1c	6546	7566	+	1021	362	298	64	455
Tb09.v4.0181	tryp_IXb-6g03.q1c	8812	9372	+	561	84	60	24	352
Tb09.v4.0182	tryp_IXb-6g03.q1c	10340	11812	+	1473	221	170	51	248
Tb09.v4.0183	tryp_IXb-6g03.q1c	13756	15424	+	1669	108	92	16	272
Tb09.v4.0184	tryp_IXb-6g03.q1c	17293	20432	+	3140	731	598	133	2684
Tb09.v4.0185	tryp_IXb-6g03.q1c	20550	22070	+	1521	295	217	78	456
Tb09.v4.0186	tryp_IXb-6g03.q1c	24548	25933	+	1386	46	23	23	110
Tb09.v4.0187	tryp_IXb-6g03.q1c	28025	29405	+	1381	158	105	53	221
Tb09.v4.0188	tryp_IXb-6g03.q1c	32777	33399	+	623	37	23	14	38
Tb09.v4.0088	tryp_IXb-218d07.p1c	2332	3705	+	1374	121	97	24	133
Tb09.v4.0089	tryp_IXb-218d07.p1c	4551	6149	+	1599	329	258	71	1277
Tb09.v4.0090	tryp_IXb-218d07.p1c	6358	7772	+	1415	332	224	108	613
Tb09.v4.0091	tryp_IXb-218d07.p1c	10504	11947	+	1444	650	530	120	1813
Tb09.v4.0092	tryp_IXb-218d07.p1c	13114	14654	+	1541	409	331	78	752
Tb09.v4.0093	tryp_IXb-218d07.p1c	16620	17365	+	746	38	35	3	199
Tb09.v4.0094	tryp_IXb-218d07.p1c	19292	19716	+	425	32	20	12	32
Tb09.v4.0095	tryp_IXb-218d07.p1c	20410	20616	+	207	60	35	25	64
Tb09.v4.0096	tryp_IXb-218d07.p1c	20666	22117	+	1452	176	136	40	196
Tb09.v4.0097	tryp_IXb-218d07.p1c	23380	24316	+	937	147	116	31	568
Tb09.v4.0098	tryp_IXb-218d07.p1c	24714	25607	+	894	192	163	29	761
Tb09.v4.0099	tryp_IXb-218d07.p1c	35973	37307	-	1335	311	243	68	521
Tb09.v4.0100	tryp_IXb-218d07.p1c	38872	39682	+	811	202	158	44	383
Tb09.v4.0101	tryp_IXb-218d07.p1c	40850	41817	+	968	562	388	174	622
Tb09.v4.0102	tryp_IXb-218d07.p1c	41927	43444	+	1518	466	332	134	705
Tb09.v4.0103	tryp_IXb-218d07.p1c	46019	47563	+	1545	189	130	59	471
Tb09.v4.0104	tryp_IXb-218d07.p1c	52495	54701	-	2207	401	312	89	2076
Tb09.v4.0105	tryp_IXb-218d07.p1c	58803	60664	-	1862	223	168	55	403
Tb09.v4.0106	tryp_IXb-218d07.p1c	69663	72842	+	3180	1731	1018	713	3162
Tb09.v4.0107	tryp_IXb-218d07.p1c	86848	88417	+	1570	769	315	454	1425
Tb09.v4.0108	tryp_IXb-218d07.p1c	89207	89997	+	791	128	65	63	237
Tb09.v4.0109	tryp_IXb-218d07.p1c	92013	92989	+	977	578	416	162	1150
Tb09.v4.0110	tryp_IXb-218d07.p1c	94256	95130	+	875	131	119	12	1476
Tb09.v4.0111	tryp_IXb-218d07.p1c	96984	98692	+	1709	265	169	96	1610
Tb09.v4.0112	tryp_IXb-218d07.p1c	105151	108768	+	3618	1387	1122	265	3924
Tb09.v4.0113	tryp_IXb-218d07.p1c	108154	111523	+	3370	439	307	132	1406
Tb09.v4.0114	tryp_IXb-218d07.p1c	114298	115840	+	1543	227	142	85	246
Tb09.v4.0115	tryp_IXb-218d07.p1c	116895	117916	+	1022	269	234	35	379
Tb09.v4.0116	tryp_IXb-218d07.p1c	118489	120397	+	1909	543	400	143	738
Tb09.v4.0117	tryp_IXb-218d07.p1c	126248	127413	+	1166	321	251	70	540
Tb09.v4.0118	tryp_IXb-218d07.p1c	127605	128701	+	1097	188	117	71	252
Tb09.v4.0119	tryp_IXb-218d07.p1c	129945	132858	+	2914	958	820	138	1556
Tb09.v4.0120	tryp_IXb-218d07.p1c	133495	135030	+	1536	67	30	37	92
Tb09.v4.0121	tryp_IXb-218d07.p1c	141195	142815	-	1621	199	150	49	1057
Tb09.v4.0122	tryp_IXb-218d07.p1c	143073	143711	-	639	242	165	77	444
Tb09.v4.0123	tryp_IXb-218d07.p1c	146312	147872	-	1561	327	273	54	361
Tb09.v4.0124	tryp_IXb-218d07.p1c	148045	151358	-	3314	121	89	32	124
Tb09.v4.0125	tryp_IXb-218d07.p1c	149035	157031	-	7997	1622	1143	479	2672
Tb09.v4.0126	tryp_IXb-218d07.p1c	158851	160416	-	1566	296	206	90	554
Tb09.v4.0127	tryp_IXb-218d07.p1c	161561	163228	-	1668	293	221	72	379
Tb09.v4.0128	tryp_IXb-218d07.p1c	165027	165362	-	336	408	334	74	851
Tb09.v4.0129	tryp_IXb-218d07.p1c	166233	167801	-	1569	32	18	14	99
Tb09.v4.0130	tryp_IXb-218d07.p1c	168184	169178	-	995	290	237	53	740
Tb09.v4.0131	tryp_IXb-218d07.p1c	170499	172037	-	1539	575	402	173	4184
Tb09.v4.0132	tryp_IXb-218d07.p1c	172157	173247	-	1091	430	307	123	775
Tb09.v4.0133	tryp_IXb-218d07.p1c	174445	175866	-	1422	24	8	16	24
Tb09.v4.0134	tryp_IXb-218d07.p1c	176900	178362	-	1463	136	84	52	272
Tb09.v4.0135	tryp_IXb-218d07.p1c	179572	179721	-	150	216	186	30	294
Tb09.v4.0136	tryp_IXb-218d07.p1c	180545	182086	-	1542	294	231	63	1061
Tb09.v4.0137	tryp_IXb-218d07.p1c	183067	189712	-	6646	2175	1723	452	3409
Tb09.v4.0138	tryp_IXb-218d07.p1c	190034	190903	-	870	678	385	293	790
Tb09.v4.0139	tryp_IXb-218d07.p1c	192547	194108	-	1562	549	438	111	1093
Tb09.v4.0140	tryp_IXb-218d07.p1c	194282	194569	-	288	46	33	13	379
Tb09.v4.0141	tryp_IXb-218d07.p1c	196593	198101	-	1509	115	86	29	233
Tb09.v4.0142	tryp_IXb-218d07.p1c	198172	200853	-	2682	473	342	131	821
Tb09.v4.0143	tryp_IXb-218d07.p1c	202563	208284	-	5722	2290	1676	614	3276
Tb09.v4.0144	tryp_IXb-218d07.p1c	210877	212342	-	1466	187	120	67	230
Tb09.v4.0145	tryp_IXb-218d07.p1c	214778	216160	-	1383	198	114	84	220
Tb09.v4.0061	tryp_IXb-1c10.p1c	4492	5957	+	1466	770	454	316	2158
