# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003742.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003742.1.all.q/CM03_E_G1_S4/counts.txt" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup.bam" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_F_plus_R.bam" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_WO.bam" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup.bam	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_F_plus_R.bam	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_WO.bam	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted.bam
Tb927.3.3100	Tb927_03_v5.1	795477	796466	-	990	570	495	75	894
Tb927.3.3110	Tb927_03_v5.1	796976	800259	-	3284	1525	1053	472	5767
Tb927.3.3120	Tb927_03_v5.1	800708	802148	-	1441	1095	669	426	5164
Tb927.3.3130	Tb927_03_v5.1	803152	808398	-	5247	2638	2201	437	11902
Tb927.3.3140	Tb927_03_v5.1	809043	809555	-	513	429	347	82	567
Tb927.3.3150	Tb927_03_v5.1	809741	812147	-	2407	2162	1271	891	3997
Tb927.3.3160	Tb927_03_v5.1	812625	815337	-	2713	1141	770	371	4539
Tb927.3.3170	Tb927_03_v5.1	815548	817930	-	2383	1715	1216	499	8290
Tb927.3.3180	Tb927_03_v5.1	818056	821694	-	3639	968	833	135	2870
Tb927.3.3190	Tb927_03_v5.1	823161	824826	-	1666	832	625	207	1602
Tb3.NT.36	Tb927_03_v5.1	824942	825674	-	733	108	103	5	2015
Tb927.3.3200	Tb927_03_v5.1	825970	828146	-	2177	1514	1111	403	12440
Tb927.3.3210	Tb927_03_v5.1	828264	829704	-	1441	676	447	229	1269
Tb927.3.3220	Tb927_03_v5.1	830050	832906	-	2857	1063	956	107	5617
Tb927.3.3230	Tb927_03_v5.1	833221	835110	-	1890	1238	931	307	14081
Tb927.3.3240	Tb927_03_v5.1	835295	836022	-	728	223	176	47	455
Tb927.3.3250	Tb927_03_v5.1	836182	837388	-	1207	483	236	247	537
Tb927.3.3260	Tb927_03_v5.1	837518	838713	-	1196	169	125	44	542
Tb927.3.3270	Tb927_03_v5.1	839799	842347	-	2549	17	8	9	17
Tb927.3.3280	Tb927_03_v5.1	843271	844991	-	1721	838	594	244	1047
Tb927.3.3290	Tb927_03_v5.1	845116	847097	-	1982	1035	755	280	1657
Tb927.3.3300	Tb927_03_v5.1	848039	850671	-	2633	1085	920	165	4382
Tb927.3.3310	Tb927_03_v5.1	850858	851567	-	710	1	1	0	17
Tb927.3.3320	Tb927_03_v5.1	851677	852476	-	800	47	43	4	68
Tb927.3.3330	Tb927_03_v5.1	852931	853633	-	703	380	333	47	484
Tb927.3.3340	Tb927_03_v5.1	853569	857434	-	3866	4937	3070	1867	8999
Tb927.3.3350	Tb927_03_v5.1	858697	860263	-	1567	1399	939	460	3384
Tb927.3.3360	Tb927_03_v5.1	860667	862112	-	1446	2644	1174	1470	6035
Tb927.3.3370	Tb927_03_v5.1	862326	863614	-	1289	706	529	177	1330
Tb927.3.3380	Tb927_03_v5.1	865111	866246	-	1136	1242	901	341	2714
Tb927.3.3390	Tb927_03_v5.1	866425	868417	-	1993	901	702	199	1897
Tb927.3.3400	Tb927_03_v5.1	868667	870429	-	1763	1230	939	291	1895
Tb927.3.3410	Tb927_03_v5.1	870987	872540	-	1554	289	219	70	327
Tb927.3.3420	Tb927_03_v5.1	895831	900971	-	5141	3792	2563	1229	5303
Tb927.3.3421	Tb927_03_v5.1	902861	905111	+	2251	6286	4862	1424	7448
Tb927.3.3422	Tb927_03_v5.1	905452	905623	+	172	481	342	139	1071
Tb927.3.3423	Tb927_03_v5.1	906206	908032	+	1827	2837	2219	618	3843
Tb927.3.3424	Tb927_03_v5.1	908228	908442	+	215	254	143	111	281
Tb927.3.3425	Tb927_03_v5.1	908519	910003	+	1485	2258	1741	517	2735
Tb927.3.3426	Tb927_03_v5.1	910141	910323	+	183	57	48	9	68
Tb927.3.3427	Tb927_03_v5.1	910655	910732	+	78	120	93	27	147
Tb927.3.3428	Tb927_03_v5.1	911053	911188	+	136	289	220	69	662
Tb927.3.3429	Tb927_03_v5.1	921223	923473	+	2251	6347	4842	1505	7509
Tb927.3.3431	Tb927_03_v5.1	923814	923985	+	172	481	344	137	964
Tb927.3.3432	Tb927_03_v5.1	924568	926394	+	1827	2854	2250	604	3946
Tb927.3.3433	Tb927_03_v5.1	926590	926804	+	215	249	149	100	267
Tb927.3.3434	Tb927_03_v5.1	926881	928365	+	1485	2369	1870	499	2902
Tb927.3.3435	Tb927_03_v5.1	928503	928685	+	183	97	82	15	224
Tb927.3.3436	Tb927_03_v5.1	929008	929085	+	78	259	232	27	291
Tb927.3.3437	Tb927_03_v5.1	929408	929543	+	136	205	167	38	616
Tb927.3.3438	Tb927_03_v5.1	939578	941828	+	2251	6353	4940	1413	7562
Tb927.3.3439	Tb927_03_v5.1	942169	942340	+	172	426	300	126	1060
Tb927.3.3441	Tb927_03_v5.1	942923	944749	+	1827	2801	2215	586	3839
Tb927.3.3442	Tb927_03_v5.1	944945	945159	+	215	258	143	115	285
Tb927.3.3443	Tb927_03_v5.1	945236	946720	+	1485	2371	1885	486	2921
Tb927.3.3444	Tb927_03_v5.1	946858	947040	+	183	82	69	13	106
Tb927.3.3445	Tb927_03_v5.1	947368	947445	+	78	133	112	21	148
Tb927.3.3446	Tb927_03_v5.1	947768	947903	+	136	188	143	45	571
Tb927.3.3447	Tb927_03_v5.1	957940	960190	+	2251	6120	4696	1424	7722
Tb927.3.3448	Tb927_03_v5.1	960539	960710	+	172	552	337	215	1019
Tb927.3.3449	Tb927_03_v5.1	961295	963123	+	1829	2875	2283	592	4025
Tb927.3.3451	Tb927_03_v5.1	963319	963533	+	215	252	137	115	278
Tb927.3.3452	Tb927_03_v5.1	963610	965094	+	1485	2126	1621	505	2443
Tb927.3.3453	Tb927_03_v5.1	965232	965414	+	183	91	73	18	105
Tb927.3.3454	Tb927_03_v5.1	965735	965812	+	78	300	246	54	353
Tb927.3.3455	Tb927_03_v5.1	966132	966267	+	136	303	223	80	749
Tb927.3.3430	Tb927_03_v5.1	967381	972686	-	5306	4482	3309	1173	6249
Tb927.3.3440	Tb927_03_v5.1	977882	979380	+	1499	517	483	34	2773
Tb927.3.3450	Tb927_03_v5.1	979492	980186	+	695	123	118	5	160
Tb927.3.3460	Tb927_03_v5.1	980289	982444	+	2156	788	591	197	3431
Tb927.3.3470	Tb927_03_v5.1	982571	983178	+	608	422	392	30	1738
Tb927.3.3480	Tb927_03_v5.1	983630	985284	+	1655	881	616	265	2074
Tb927.3.3490	Tb927_03_v5.1	985461	986436	+	976	232	167	65	512
Tb927.3.3500	Tb927_03_v5.1	987656	988804	+	1149	136	122	14	782
Tb927.3.3510	Tb927_03_v5.1	989171	990675	+	1505	421	382	39	733
Tb927.3.3520	Tb927_03_v5.1	991295	992641	+	1347	625	499	126	1659
Tb927.3.3530	Tb927_03_v5.1	993417	994611	+	1195	852	750	102	3713
Tb927.3.3540	Tb927_03_v5.1	994961	996689	+	1729	225	207	18	1422
Tb927.3.3550	Tb927_03_v5.1	996840	1001694	+	4855	2140	1388	752	4367
Tb927.3.3560	Tb927_03_v5.1	1001620	1005130	+	3511	1438	979	459	3301
Tb927.3.3570	Tb927_03_v5.1	1005367	1005898	+	532	52	46	6	372
Tb927.3.3580	Tb927_03_v5.1	1006267	1009763	+	3497	1615	1241	374	2666
Tb927.3.3590	Tb927_03_v5.1	1009870	1012640	+	2771	2340	1767	573	8731
Tb927.3.3600	Tb927_03_v5.1	1012767	1014478	+	1712	342	183	159	454
Tb927.3.3610	Tb927_03_v5.1	1014647	1015931	+	1285	504	319	185	1167
Tb927.3.3620	Tb927_03_v5.1	1016602	1018084	+	1483	121	91	30	984
Tb927.3.3630	Tb927_03_v5.1	1018237	1019582	+	1346	902	557	345	1410
Tb927.3.3640	Tb927_03_v5.1	1020031	1022710	+	2680	3239	2279	960	10924
Tb927.3.3650	Tb927_03_v5.1	1022870	1024569	+	1700	1879	1232	647	3928
Tb927.3.3660	Tb927_03_v5.1	1025461	1026953	+	1493	999	783	216	2519
Tb927.3.3670	Tb927_03_v5.1	1027081	1029265	+	2185	1074	670	404	3388
Tb927.3.3680	Tb927_03_v5.1	1029417	1030389	+	973	424	272	152	1390
Tb927.3.3690	Tb927_03_v5.1	1030530	1032991	+	2462	326	302	24	1401
Tb927.3.3700	Tb927_03_v5.1	1033145	1033898	+	754	645	538	107	1426
Tb927.3.3710	Tb927_03_v5.1	1034037	1034901	+	865	269	247	22	1149
Tb927.3.3720	Tb927_03_v5.1	1035054	1035634	+	581	278	218	60	897
Tb927.3.3730	Tb927_03_v5.1	1036205	1043888	+	7684	4319	3509	810	10484
Tb927.3.3740	Tb927_03_v5.1	1044045	1047503	+	3459	3789	2604	1185	7835
Tb927.3.3750	Tb927_03_v5.1	1047416	1048145	+	730	101	78	23	1005
Tb927.3.3760	Tb927_03_v5.1	1050397	1050898	+	502	310	292	18	756
Tb927.3.3770	Tb927_03_v5.1	1051496	1053378	+	1883	1274	893	381	2926
Tb927.3.3780	Tb927_03_v5.1	1053516	1054471	+	956	309	289	20	779
Tb927.3.3790	Tb927_03_v5.1	1054615	1055847	+	1233	516	421	95	1113
Tb927.3.3800	Tb927_03_v5.1;Tb927_03_v5.1	1055982;1056047	1059074;1059074	+;+	3093	4424	2782	1642	17132
Tb927.3.3810	Tb927_03_v5.1	1059287	1060571	+	1285	465	405	60	1383
Tb927.3.3820	Tb927_03_v5.1	1061167	1062587	+	1421	588	351	237	9143
Tb927.3.3830	Tb927_03_v5.1	1063424	1064870	+	1447	1672	1080	592	2474
Tb927.3.3840	Tb927_03_v5.1	1065041	1066255	+	1215	485	343	142	655
Tb927.3.3850	Tb927_03_v5.1	1066388	1070719	+	4332	4811	3250	1561	17617
Tb927.3.3860	Tb927_03_v5.1	1071418	1075572	+	4155	1896	1462	434	4764
Tb927.3.3870	Tb927_03_v5.1	1075942	1079769	+	3828	1838	1546	292	7503
Tb927.3.3880	Tb927_03_v5.1	1080706	1081663	+	958	332	312	20	972
Tb927.3.3890	Tb927_03_v5.1	1081904	1082956	+	1053	609	418	191	1086
Tb927.3.3900	Tb927_03_v5.1	1083950	1085884	+	1935	1102	887	215	2683
Tb927.3.3910	Tb927_03_v5.1	1088042	1089199	+	1158	498	344	154	595
Tb927.3.3920	Tb927_03_v5.1	1089611	1091821	+	2211	1130	830	300	3012
Tb927.3.3930	Tb927_03_v5.1	1091925	1096021	+	4097	1275	1079	196	3233
Tb927.3.3940	Tb927_03_v5.1	1096380	1107530	+	11151	2882	2082	800	8456
Tb927.3.3950	Tb927_03_v5.1	1107175	1109585	+	2411	601	293	308	1005
Tb927.3.3960	Tb927_03_v5.1	1110200	1113671	+	3472	755	633	122	2072
Tb927.3.3970	Tb927_03_v5.1	1113957	1115248	+	1292	913	647	266	1902
Tb927.3.3980	Tb927_03_v5.1	1116504	1118163	+	1660	621	564	57	2221
Tb927.3.3990	Tb927_03_v5.1	1119170	1120510	+	1341	769	551	218	1887
Tb927.3.4000	Tb927_03_v5.1	1121011	1121645	+	635	299	93	206	447
Tb927.3.4005	Tb927_03_v5.1	1123626	1123844	+	219	119	100	19	401
Tb927.3.4010	Tb927_03_v5.1	1124707	1126831	-	2125	455	341	114	1071
Tb927.3.4020	Tb927_03_v5.1	1127210	1134341	-	7132	5291	3936	1355	13654
Tb927.3.4030	Tb927_03_v5.1	1135385	1139035	-	3651	1751	1334	417	2501
Tb927.3.4040	Tb927_03_v5.1	1139215	1142352	-	3138	2883	2060	823	9204
Tb927.3.4050	Tb927_03_v5.1	1142546	1143211	-	666	859	735	124	2888
Tb927.3.4060	Tb927_03_v5.1	1143388	1147796	-	4409	2778	1872	906	6074
Tb927.3.4070	Tb927_03_v5.1	1147941	1150117	-	2177	890	822	68	3267
Tb927.3.4080	Tb927_03_v5.1	1150361	1152378	-	2018	901	774	127	2478
Tb927.3.4090	Tb927_03_v5.1	1152523	1154714	-	2192	1236	1107	129	4720
Tb927.3.4100	Tb927_03_v5.1	1154859	1157033	-	2175	1081	797	284	1846
Tb927.3.4110	Tb927_03_v5.1	1157178	1159419	-	2242	718	647	71	4042
Tb927.3.4120	Tb927_03_v5.1	1160791	1162845	-	2055	2044	1490	554	4443
Tb927.3.4130	Tb927_03_v5.1	1163095	1164175	-	1081	950	792	158	1817
Tb927.3.4140	Tb927_03_v5.1	1164343	1166113	-	1771	699	542	157	1167
Tb927.3.4150	Tb927_03_v5.1	1167017	1168422	-	1406	1039	684	355	2161
Tb927.3.4160	Tb927_03_v5.1	1169750	1171171	-	1422	2105	1620	485	4113
Tb927.3.4170	Tb927_03_v5.1	1171342	1172125	-	784	402	303	99	748
Tb927.3.4180	Tb927_03_v5.1	1173210	1174771	-	1562	1580	1293	287	3692
Tb927.3.4190	Tb927_03_v5.1	1176215	1178210	-	1996	1272	1077	195	2917
Tb927.3.4200	Tb927_03_v5.1	1178327	1179642	-	1316	344	260	84	1184
Tb927.3.4210	Tb927_03_v5.1	1179578	1185224	-	5647	2435	1947	488	5415
Tb927.3.4220	Tb927_03_v5.1	1185640	1189068	-	3429	1263	1007	256	17052
Tb927.3.4230	Tb927_03_v5.1	1190317	1194927	-	4611	3683	2264	1419	5153
Tb927.3.4240	Tb927_03_v5.1	1195175	1195833	-	659	158	101	57	192
Tb927.3.4250	Tb927_03_v5.1	1195959	1197732	-	1774	203	186	17	717
Tb927.3.4260	Tb927_03_v5.1	1197849	1200217	-	2369	1135	765	370	3704
Tb927.3.4270	Tb927_03_v5.1	1202789	1205668	-	2880	668	499	169	2479
Tb927.3.4280	Tb927_03_v5.1	1205814	1208549	-	2736	2383	1751	632	5830
Tb927.3.4290	Tb927_03_v5.1	1208659	1210764	-	2106	14	12	2	147
Tb927.3.4300	Tb927_03_v5.1	1210898	1212927	-	2030	7	3	4	8
Tb927.3.4310	Tb927_03_v5.1	1213061	1215090	-	2030	4	1	3	4
Tb927.3.4320	Tb927_03_v5.1	1215224	1217253	-	2030	5	1	4	5
Tb927.3.4330	Tb927_03_v5.1	1217387	1219341	-	1955	8	2	6	8
Tb927.3.4340	Tb927_03_v5.1	1219486	1220572	-	1087	847	668	179	3692
Tb927.3.4350	Tb927_03_v5.1	1220808	1223242	-	2435	1296	729	567	3317
Tb927.3.4360	Tb927_03_v5.1	1223335	1223860	-	526	37	33	4	323
Tb927.3.4370	Tb927_03_v5.1	1224042	1225746	-	1705	697	593	104	1026
Tb927.3.4380	Tb927_03_v5.1	1225916	1227511	-	1596	1483	999	484	1953
Tb927.3.4390	Tb927_03_v5.1	1227814	1229349	-	1536	691	483	208	5705
Tb927.3.4393	Tb927_03_v5.1	1233524	1233604	+	81	79	62	17	109
Tb927.3.4396	Tb927_03_v5.1	1233810	1233891	-	82	122	106	16	183
Tb927.3.4399	Tb927_03_v5.1	1233951	1234031	-	81	102	34	68	113
Tb927.3.4400	Tb927_03_v5.1	1239476	1240592	-	1117	1514	1291	223	3698
Tb927.3.4410	Tb927_03_v5.1	1240791	1241549	-	759	367	298	69	1000
Tb927.3.4420	Tb927_03_v5.1	1241845	1243238	-	1394	1686	919	767	6732
Tb927.3.4430	Tb927_03_v5.1	1243455	1245315	-	1861	2278	1380	898	5965
Tb927.3.4440	Tb927_03_v5.1	1245769	1247011	-	1243	491	403	88	630
Tb927.3.4450	Tb927_03_v5.1	1247046	1248640	-	1595	884	693	191	1996
Tb927.3.4460	Tb927_03_v5.1	1248752	1250049	-	1298	165	50	115	517
Tb927.3.4470	Tb927_03_v5.1	1250893	1252761	-	1869	2216	1610	606	3739
Tb927.3.4480	Tb927_03_v5.1	1252839	1254091	-	1253	300	230	70	516
Tb927.3.4490	Tb927_03_v5.1	1253602	1256295	-	2694	1040	839	201	2470
Tb927.3.4500	Tb927_03_v5.1	1256475	1259944	-	3470	1395	1184	211	4633
Tb927.3.4510	Tb927_03_v5.1	1260167	1264660	-	4494	2076	1614	462	5535
Tb927.3.4520	Tb927_03_v5.1	1265164	1266120	-	957	501	403	98	689
Tb927.3.4530	Tb927_03_v5.1	1266277	1267053	-	777	578	545	33	4731
Tb927.3.4540	Tb927_03_v5.1	1267258	1268775	-	1518	721	543	178	3369
Tb927.3.4550	Tb927_03_v5.1	1269073	1271242	-	2170	2127	1513	614	5515
Tb927.3.4560	Tb927_03_v5.1	1271986	1276431	-	4446	2510	2143	367	4387
Tb927.3.4570	Tb927_03_v5.1	1276960	1279395	-	2436	1160	772	388	2604
Tb927.3.4580	Tb927_03_v5.1	1279500	1282748	-	3249	2276	1948	328	7803
Tb927.3.4590	Tb927_03_v5.1	1287351	1289172	-	1822	92	85	7	314
Tb927.3.4600	Tb927_03_v5.1	1289776	1293047	-	3272	5600	3477	2123	18231
Tb927.3.4610	Tb927_03_v5.1	1293531	1303027	-	9497	6702	4970	1732	15121
Tb927.3.4620	Tb927_03_v5.1	1303395	1307829	-	4435	1500	1315	185	3071
Tb927.3.4630	Tb927_03_v5.1	1308295	1313623	-	5329	3836	2823	1013	13568
Tb927.3.4640	Tb927_03_v5.1	1315276	1316362	-	1087	18	17	1	125
Tb927.3.4650	Tb927_03_v5.1	1316508	1318041	-	1534	240	159	81	260
Tb927.3.4660	Tb927_03_v5.1	1318146	1320803	-	2658	888	663	225	1927
Tb927.3.4670	Tb927_03_v5.1	1320660	1323117	-	2458	986	815	171	2578
Tb927.3.4680	Tb927_03_v5.1	1323390	1325471	-	2082	1110	662	448	3127
Tb927.3.4690	Tb927_03_v5.1	1325430	1327284	-	1855	1118	784	334	2862
Tb927.3.4700	Tb927_03_v5.1;Tb927_03_v5.1	1327586;1327586	1328765;1328809	-;-	1224	783	622	161	1514
Tb927.3.4710	Tb927_03_v5.1	1329115	1332832	-	3718	1584	1300	284	4796
Tb927.3.4720	Tb927_03_v5.1	1333773	1336482	-	2710	291	266	25	2386
Tb927.3.4730	Tb927_03_v5.1	1336586	1337962	-	1377	723	557	166	3339
Tb927.3.4740	Tb927_03_v5.1	1338096	1339418	-	1323	712	444	268	1326
Tb927.3.4750	Tb927_03_v5.1	1339545	1342389	-	2845	2053	1556	497	3561
Tb927.3.4760	Tb927_03_v5.1	1342630	1346506	-	3877	817	632	185	5779
Tb927.3.4770	Tb927_03_v5.1	1346761	1347986	-	1226	564	411	153	1709
Tb927.3.4780	Tb927_03_v5.1	1348120	1349442	-	1323	728	466	262	1563
Tb927.3.4790	Tb927_03_v5.1	1349765	1352413	-	2649	2089	1623	466	3614
Tb927.3.4800	Tb927_03_v5.1	1352639	1354592	-	1954	759	569	190	1207
Tb927.3.4810	Tb927_03_v5.1;Tb927_03_v5.1	1354950;1354950	1356515;1355766	-;-	1566	282	179	103	1005
Tb927.3.4820	Tb927_03_v5.1	1355989	1358388	-	2400	1535	1280	255	3968
Tb927.3.4830	Tb927_03_v5.1	1358917	1361420	-	2504	949	671	278	2450
Tb927.3.4840	Tb927_03_v5.1	1362003	1365220	-	3218	1348	938	410	5679
Tb927.3.4850	Tb927_03_v5.1	1364414	1368019	-	3606	1878	1265	613	4280
Tb927.3.4860	Tb927_03_v5.1	1368289	1369499	-	1211	159	136	23	183
Tb927.3.4870	Tb927_03_v5.1;Tb927_03_v5.1	1369724;1369724	1370695;1370764	-;-	1041	120	77	43	139
Tb927_03_v4.snoRNA.0100	Tb927_03_v5.1	1370335	1370433	+	99	0	0	0	0
Tb927.3.4880	Tb927_03_v5.1	1372191	1372755	-	565	276	189	87	407
Tb927.3.4890	Tb927_03_v5.1	1372947	1373571	-	625	361	314	47	827
Tb927.3.4900	Tb927_03_v5.1	1376018	1377455	+	1438	1832	951	881	3159
Tb927.3.4910	Tb927_03_v5.1	1377581	1378855	+	1275	1194	811	383	1462
Tb927.3.4920	Tb927_03_v5.1	1378996	1380959	+	1964	943	717	226	2299
Tb927.3.4930	Tb927_03_v5.1	1382454	1383148	+	695	138	61	77	147
Tb927.3.4940	Tb927_03_v5.1	1383288	1386855	+	3568	1847	1241	606	4443
Tb927.3.4950	Tb927_03_v5.1	1386977	1388502	+	1526	687	438	249	1290
Tb927.3.4960	Tb927_03_v5.1	1388719	1395086	+	6368	3275	2305	970	7371
Tb927.3.4970	Tb927_03_v5.1	1395259	1398792	+	3534	883	653	230	2679
Tb927.3.4980	Tb927_03_v5.1	1399175	1401010	+	1836	1755	996	759	3265
Tb927.3.4990	Tb927_03_v5.1	1402185	1403610	+	1426	1174	903	271	4013
Tb927.3.5000	Tb927_03_v5.1	1403982	1405842	+	1861	1148	811	337	1811
Tb927.3.5010	Tb927_03_v5.1	1405984	1407746	+	1763	671	586	85	1157
Tb927.3.5020	Tb927_03_v5.1	1407902	1412485	+	4584	4074	2816	1258	8205
Tb927.3.5030	Tb927_03_v5.1	1412930	1415199	+	2270	2332	1732	600	4259
Tb927.3.5040	Tb927_03_v5.1	1415521	1417473	+	1953	510	292	218	636
Tb927.3.5050	Tb927_03_v5.1	1417688	1418920	+	1233	51	44	7	340
Tb927.3.5060	Tb927_03_v5.1	1419106	1420764	+	1659	761	663	98	7010
Tb3.NT.66	Tb927_03_v5.1	1420898	1421096	+	199	0	0	0	0
Tb927.3.5070	Tb927_03_v5.1	1421164	1424174	+	3011	373	313	60	813
Tb927.3.5080	Tb927_03_v5.1	1423885	1428969	+	5085	1958	1612	346	3422
Tb927.3.5090	Tb927_03_v5.1	1428758	1429640	+	883	2942	835	2107	4235
Tb927.3.5100	Tb927_03_v5.1	1430411	1433425	+	3015	1264	941	323	3170
Tb927.3.5110	Tb927_03_v5.1	1433760	1435292	+	1533	1076	951	125	2095
Tb927.3.5120	Tb927_03_v5.1	1435679	1438022	+	2344	3477	2080	1397	8003
Tb927.3.5130	Tb927_03_v5.1	1438351	1440624	+	2274	1312	1137	175	3491
Tb927.3.5140	Tb927_03_v5.1	1440801	1445019	+	4219	1476	1289	187	8824
Tb927.3.5150	Tb927_03_v5.1	1445701	1447128	+	1428	428	338	90	1595
Tb927.3.5160	Tb927_03_v5.1	1447240	1452012	+	4773	3245	2550	695	8237
Tb927.3.5170	Tb927_03_v5.1	1452140	1453632	+	1493	373	347	26	987
Tb927.3.5180	Tb927_03_v5.1	1453785	1455250	+	1466	558	482	76	1245
Tb927.3.5190	Tb927_03_v5.1	1455437	1459102	+	3666	1456	1134	322	5886
Tb927.3.5200	Tb927_03_v5.1	1459261	1460747	+	1487	446	395	51	1466
Tb927.3.5210	Tb927_03_v5.1	1460900	1463290	+	2391	1139	1082	57	3919
Tb927.3.5220	Tb927_03_v5.1	1463417	1465599	+	2183	1479	930	549	2443
Tb927.3.5230	Tb927_03_v5.1	1468380	1470750	+	2371	1847	1239	608	4424
Tb927.3.5240	Tb927_03_v5.1	1470928	1472888	+	1961	1796	1178	618	3318
Tb927.3.5250	Tb927_03_v5.1	1473200	1477510	+	4311	1416	1218	198	4457
Tb927.3.5260	Tb927_03_v5.1	1479700	1481437	+	1738	846	645	201	3144
Tb927.3.5270	Tb927_03_v5.1	1481538	1482494	+	957	769	595	174	1128
Tb927.3.5280	Tb927_03_v5.1	1482597	1483755	+	1159	661	432	229	1125
Tb927.3.5290	Tb927_03_v5.1	1483878	1487020	+	3143	2256	1460	796	3839
Tb927.3.5300	Tb927_03_v5.1	1487507	1488316	+	810	210	195	15	634
Tb927.3.5310	Tb927_03_v5.1	1488474	1495456	+	6983	1882	1220	662	3610
Tb927.3.5320	Tb927_03_v5.1	1495705	1497604	+	1900	971	715	256	2161
Tb927.3.5330	Tb927_03_v5.1	1497756	1498827	+	1072	349	313	36	655
Tb927.3.5340	Tb927_03_v5.1	1499002	1500498	+	1497	1213	891	322	2085
Tb927.3.5350	Tb927_03_v5.1	1500661	1502104	+	1444	386	322	64	5440
Tb927.3.5360	Tb927_03_v5.1	1502268	1503097	+	830	393	231	162	557
Tb927.3.5370	Tb927_03_v5.1	1504120	1505708	+	1589	258	223	35	922
Tb927.3.5380	Tb927_03_v5.1	1505831	1507777	+	1947	1755	1328	427	9102
Tb927.3.5390	Tb927_03_v5.1	1508164	1511945	+	3782	686	459	227	1081
Tb927.3.5400	Tb927_03_v5.1	1512077	1514072	+	1996	1721	1530	191	3655
Tb927.3.5410	Tb927_03_v5.1	1514197	1515076	+	880	453	406	47	1151
Tb927.3.5420	Tb927_03_v5.1	1515376	1518439	+	3064	2002	1505	497	5644
Tb927.3.5430	Tb927_03_v5.1	1519471	1520580	+	1110	574	294	280	1005
Tb927.3.5440	Tb927_03_v5.1	1521306	1526051	+	4746	6156	3235	2921	16825
Tb927.3.5450	Tb927_03_v5.1	1526191	1529718	+	3528	2158	1719	439	3909
Tb927.3.5460	Tb927_03_v5.1	1529352	1531555	+	2204	1264	744	520	2416
Tb927.3.5470	Tb927_03_v5.1	1531656	1532939	+	1284	176	153	23	276
Tb927.3.5480	Tb927_03_v5.1	1533067	1534922	+	1856	748	611	137	2913
Tb927.3.5490	Tb927_03_v5.1	1535025	1537910	+	2886	255	226	29	1886
Tb927.3.5500	Tb927_03_v5.1	1538179	1539265	+	1087	109	76	33	368
Tb927.3.5510	Tb927_03_v5.1	1539492	1542178	+	2687	744	636	108	2231
Tb927.3.5520	Tb927_03_v5.1	1542625	1545648	+	3024	374	355	19	3452
Tb927.3.5530	Tb927_03_v5.1	1547337	1555793	+	8457	4837	3523	1314	9870
Tb927.3.5540	Tb927_03_v5.1	1555909	1558125	+	2217	121	91	30	319
Tb927.3.5550	Tb927_03_v5.1	1558248	1559338	+	1091	276	158	118	1171
Tb927.3.5560	Tb927_03_v5.1	1559566	1560194	+	629	336	147	189	512
Tb927.3.5570	Tb927_03_v5.1	1560358	1561512	+	1155	360	257	103	1830
Tb927.3.5580	Tb927_03_v5.1	1561668	1563208	+	1541	733	643	90	1626
Tb927.3.5590	Tb927_03_v5.1	1563363	1565502	+	2140	859	771	88	2739
Tb927.3.5600	Tb927_03_v5.1	1565890	1566861	+	972	663	541	122	2329
Tb927.3.5610	Tb927_03_v5.1	1566997	1568423	+	1427	1053	559	494	1460
Tb927.3.5620	Tb927_03_v5.1	1568664	1572607	+	3944	612	586	26	3771
Tb927.3.5630	Tb927_03_v5.1	1572749	1573724	+	976	785	621	164	1628
Tb927.3.5640	Tb927_03_v5.1	1573934	1575623	+	1690	2511	1491	1020	4192
Tb927.3.5650	Tb927_03_v5.1	1575993	1580457	+	4465	2208	1949	259	6252
Tb927.3.5660	Tb927_03_v5.1	1580614	1583258	+	2645	301	209	92	537
Tb927.3.5670	Tb927_03_v5.1	1583384	1584075	+	692	1005	617	388	1994
Tb927.3.5680	Tb927_03_v5.1	1585958	1587472	+	1515	447	302	145	750
Tb927.3.5690	Tb927_03_v5.1	1589037	1593944	+	4908	2771	1869	902	5443
Tb927.3.5700	Tb927_03_v5.1	1594758	1595829	+	1072	1018	748	270	2115
Tb927.3.5710	Tb927_03_v5.1	1596636	1597707	+	1072	1183	873	310	2204
Tb927.3.5720	Tb927_03_v5.1	1598448	1599522	+	1075	694	449	245	927
Tb927.3.5730	Tb927_03_v5.1	1600328	1601399	+	1072	876	584	292	1062
Tb927.3.5740	Tb927_03_v5.1	1601609	1602329	+	721	474	273	201	1275
Tb927.3.5750	Tb927_03_v5.1	1603691	1605543	-	1853	1268	1001	267	3062
