# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003739.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/counts.txt" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup.bam" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_F_plus_R.bam" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_WO.bam" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup.bam	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_F_plus_R.bam	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_WO.bam	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted.bam
Tb11.v5.1043	Tb927_11_bin_v5.1	5532336	5535157	+	2822	616	547	69	824
Tb11.v5.1044	Tb927_11_bin_v5.1	5535687	5542920	+	7234	2439	2102	337	7813
Tb11.v5.1045	Tb927_11_bin_v5.1	5543061	5550314	+	7254	1694	1362	332	3999
Tb11.v5.1046	Tb927_11_bin_v5.1	5550288	5552315	-	2028	839	752	87	3258
Tb11.v5.1047	Tb927_11_bin_v5.1	5552471	5554398	-	1928	51	43	8	63
Tb11.v5.1048	Tb927_11_bin_v5.1	5556722	5558067	+	1346	9	8	1	9
Tb11.v5.1049	Tb927_11_bin_v5.1	5558275	5559507	+	1233	297	264	33	360
Tb11.v5.1050	Tb927_11_bin_v5.1	5560673	5562789	+	2117	576	452	124	766
Tb11.v5.1051	Tb927_11_bin_v5.1	5566601	5568806	-	2206	426	369	57	1265
Tb11.v5.1052	Tb927_11_bin_v5.1	5568832	5569873	-	1042	508	463	45	1172
Tb11.v5.1053	Tb927_11_bin_v5.1	5571421	5572539	+	1119	246	203	43	463
Tb11.v5.1054	Tb927_11_bin_v5.1	5574079	5576835	+	2757	604	513	91	840
Tb11.v5.1055	Tb927_11_bin_v5.1	5576822	5578851	-	2030	4	0	4	4
Tb11.v5.1056	Tb927_11_bin_v5.1	5582615	5588002	+	5388	3697	3081	616	11419
Tb11.v5.1057	Tb927_11_bin_v5.1	5588250	5589967	+	1718	393	378	15	826
Tb11.v5.1058	Tb927_11_bin_v5.1	5594509	5596995	+	2487	703	515	188	1365
Tb11.v5.1059	Tb927_11_bin_v5.1	5596982	5597871	-	890	1	1	0	1
Tb927.1.05	Tb927_01_v5.1	381	1983	-	1603	219	144	75	243
Tb927.1.10	Tb927_01_v5.1	6871	7203	+	333	204	190	14	437
Tb927.1.20	Tb927_01_v5.1	7554	8566	-	1013	2012	974	1038	3833
Tb927.1.30	Tb927_01_v5.1	11158	11865	+	708	1519	1136	383	5795
Tb927.1.40	Tb927_01_v5.1	12407	41394	-	28988	55813	42994	12819	88690
Tb927.1.60	Tb927_01_v5.1	41686	43953	-	2268	2954	2332	622	8215
Tb927.1.70	Tb927_01_v5.1	44937	47043	-	2107	1389	1071	318	3690
Tb927.1.90	Tb927_01_v5.1	50428	52253	-	1826	1911	1513	398	6434
Tb927.1.100	Tb927_01_v5.1	52834	59047	-	6214	5469	4189	1280	17608
Tb927.1.110	Tb927_01_v5.1	59858	60184	+	327	197	145	52	359
Tb927.1.120	Tb927_01_v5.1	60218	62886	-	2669	2764	1725	1039	7247
Tb927.1.180	Tb927_01_v5.1	69661	72469	-	2809	2744	1879	865	3924
Tb927.1.190	Tb927_01_v5.1	74919	77979	-	3061	2973	1677	1296	4842
Tb927.1.220	Tb927_01_v5.1	85611	88419	-	2809	2741	1825	916	3740
Tb927.1.240	Tb927_01_v5.1	88986	99145	-	10160	8245	5846	2399	16330
Tb927.1.270	Tb927_01_v5.1	106147	107927	+	1781	1420	1152	268	3492
Tb927.1.275	Tb927_01_v5.1	107289	110934	+	3646	2878	2407	471	6527
Tb927.1.280	Tb927_01_v5.1	111940	112743	+	804	1050	831	219	2223
Tb927.1.290	Tb927_01_v5.1	113066	119201	+	6136	9440	6828	2612	16891
Tb927.1.300	Tb927_01_v5.1	120952	129674	+	8723	7384	5519	1865	12861
Tb927.1.320	Tb927_01_v5.1	129265	131017	+	1753	878	760	118	1796
Tb927.1.330	Tb927_01_v5.1	131092	132929	-	1838	969	800	169	2223
Tb927.1.350	Tb927_01_v5.1	133484	136578	-	3095	2880	2335	545	6137
Tb927.1.370	Tb927_01_v5.1;Tb927_01_v5.1	138324;138324	144466;144568	-;-	6245	4554	3545	1009	10666
Tb927.1.380	Tb927_01_v5.1	144595	146629	-	2035	1102	862	240	2477
Tb927.1.400	Tb927_01_v5.1	147245	151108	+	3864	1320	992	328	2845
Tb927.1.410	Tb927_01_v5.1	151227	153022	+	1796	1949	1550	399	4907
Tb927.1.420	Tb927_01_v5.1	156334	158411	+	2078	1088	822	266	1874
Tb927.1.430	Tb927_01_v5.1	159057	166610	+	7554	6393	4944	1449	11252
Tb927.1.450	Tb927_01_v5.1	167799	174153	-	6355	5511	4287	1224	7572
Tb927.1.470	Tb927_01_v5.1	179614	181645	+	2032	1314	1061	253	1740
Tb927.1.480	Tb927_01_v5.1	181774	187918	+	6145	4700	3366	1334	7536
Tb927.1.490	Tb927_01_v5.1	189656	190499	+	844	534	455	79	1188
Tb927.1.500	Tb927_01_v5.1	190648	196430	+	5783	4492	3480	1012	8242
Tb927.1.520	Tb927_01_v5.1	196705	198050	+	1346	657	368	289	1332
Tb927.1.530	Tb927_01_v5.1;Tb927_01_v5.1	202546;202546	203648;204045	-;-	1500	1113	983	130	2027
Tb927.1.540	Tb927_01_v5.1	204249	208483	-	4235	2236	1675	561	6740
Tb927.1.560	Tb927_01_v5.1	208607	210085	-	1479	625	557	68	1650
Tb927.1.570	Tb927_01_v5.1	210203	211427	-	1225	288	265	23	820
Tb927.1.580	Tb927_01_v5.1	211572	214108	-	2537	1173	1084	89	3198
Tb927.1.600	Tb927_01_v5.1	214646	217809	-	3164	980	930	50	2880
Tb927.1.610	Tb927_01_v5.1	218081	219052	-	972	911	765	146	2195
Tb927.1.630	Tb927_01_v5.1	219177	220397	-	1221	225	139	86	1028
Tb927.1.640	Tb927_01_v5.1	220523	225689	-	5167	1502	1241	261	2937
Tb927.1.650	Tb927_01_v5.1	226021	226665	-	645	194	165	29	249
Tb927.1.670	Tb927_01_v5.1	228043	230110	-	2068	527	475	52	1330
Tb927.1.690	Tb927_01_v5.1	230314	231528	-	1215	881	614	267	1505
Tb927.1.700	Tb927_01_v5.1	232091	233904	-	1814	337	234	103	566
Tb927.1.710	Tb927_01_v5.1	234055	235553	-	1499	160	132	28	544
Tb927.1.720	Tb927_01_v5.1	235712	237504	-	1793	178	118	60	598
Tb927.1.730	Tb927_01_v5.1	237632	239558	-	1927	616	546	70	3773
Tb927.1.740	Tb927_01_v5.1	240378	241710	-	1333	163	138	25	374
Tb927.1.750	Tb927_01_v5.1	241929	245989	-	4061	2876	2214	662	4250
Tb927.1.760	Tb927_01_v5.1	246097	249006	-	2910	1961	1501	460	5324
Tb927.1.780	Tb927_01_v5.1	249194	250618	-	1425	768	615	153	1184
Tb927.1.790	Tb927_01_v5.1	250982	253518	-	2537	1213	953	260	1668
Tb927.1.800	Tb927_01_v5.1	253691	254102	-	412	439	168	271	541
Tb927.1.820	Tb927_01_v5.1	254295	256475	-	2181	1314	921	393	4671
Tb927.1.830	Tb927_01_v5.1;Tb927_01_v5.1	256601;256601	257708;259712	-;-	3112	1122	955	167	3434
Tb927.1.840	Tb927_01_v5.1	259833	260630	-	798	281	193	88	530
Tb927.1.860	Tb927_01_v5.1	260762	262198	-	1437	495	469	26	4400
Tb927.1.870	Tb927_01_v5.1	262187	263802	-	1616	858	670	188	1403
Tb927.1.880	Tb927_01_v5.1	264384	278165	-	13782	3527	3102	425	9102
Tb927.1.890	Tb927_01_v5.1	278300	279226	-	927	0	0	0	0
Tb927.1.990	Tb927_01_v5.1	288568	289706	+	1139	105	102	3	430
Tb927.1.1000	Tb927_01_v5.1	289878	291155	+	1278	106	42	64	110
Tb927.1.1010	Tb927_01_v5.1	291565	293744	+	2180	938	848	90	2970
Tb927.1.1020	Tb927_01_v5.1	294104	296172	+	2069	908	609	299	2057
Tb927.1.1025	Tb927_01_v5.1	296302	296645	+	344	70	47	23	80
Tb927.1.1030	Tb927_01_v5.1	296918	298629	+	1712	286	234	52	399
Tb927.1.1050	Tb927_01_v5.1	298769	303453	+	4685	650	530	120	3722
Tb927.1.1060	Tb927_01_v5.1	303867	305683	+	1817	1661	1236	425	3635
Tb927.1.1080	Tb927_01_v5.1	305834	307362	+	1529	128	111	17	161
Tb927.1.1090	Tb927_01_v5.1	307531	308220	+	690	15	8	7	16
Tb927.1.1100	Tb927_01_v5.1	308515	311616	+	3102	1443	901	542	2136
Tb927.1.1120	Tb927_01_v5.1	312383	313566	+	1184	208	149	59	217
Tb927.1.1130	Tb927_01_v5.1	313928	315833	+	1906	87	81	6	91
Tb927.1.1140	Tb927_01_v5.1	316136	317263	+	1128	22	22	0	369
Tb927.1.1150	Tb927_01_v5.1	317686	319537	+	1852	873	704	169	3354
Tb927.1.1160	Tb927_01_v5.1	319645	321248	+	1604	632	566	66	1117
Tb927.1.1170	Tb927_01_v5.1	321591	321873	+	283	443	411	32	1956
Tb927.1.1175	Tb927_01_v5.1	322204	322845	+	642	667	556	111	924
Tb927.1.1200	Tb927_01_v5.1	322959	324540	+	1582	365	314	51	512
Tb927.1.1210	Tb927_01_v5.1	325360	326379	+	1020	179	157	22	224
Tb927.1.1220	Tb927_01_v5.1	326506	327395	+	890	321	296	25	657
Tb927.1.1230	Tb927_01_v5.1	327626	329839	+	2214	947	580	367	1178
Tb927.1.1240	Tb927_01_v5.1	330231	332871	+	2641	1150	958	192	2692
Tb927.1.1270	Tb927_01_v5.1	334682	335988	+	1307	134	104	30	322
Tb927.1.1300	Tb927_01_v5.1	338011	339021	+	1011	340	296	44	755
Tb927.1.1310	Tb927_01_v5.1	339514	341181	+	1668	24	18	6	77
Tb927.1.1330	Tb927_01_v5.1	341280	342519	+	1240	8	4	4	8
Tb927.1.1340	Tb927_01_v5.1	342870	345206	+	2337	424	395	29	696
Tb927.1.1350	Tb927_01_v5.1	345440	349875	+	4436	1529	1177	352	4306
Tb927.1.1370	Tb927_01_v5.1	350008	353225	+	3218	566	453	113	1243
Tb927.1.1380	Tb927_01_v5.1	352622	355913	+	3292	386	304	82	1377
Tb927.1.1390	Tb927_01_v5.1	356851	358003	+	1153	239	198	41	754
Tb927.1.1400	Tb927_01_v5.1	358331	358941	+	611	377	291	86	784
Tb1.NT.24	Tb927_01_v5.1	359493	360126	+	634	0	0	0	0
Tb927.1.1420	Tb927_01_v5.1	360216	362252	+	2037	1401	1059	342	2048
Tb927.1.1470	Tb927_01_v5.1	366500	371255	+	4756	189	186	3	1265
Tb927.1.1500	Tb927_01_v5.1	374289	380825	+	6537	1184	987	197	2815
Tb1.NT.25	Tb927_01_v5.1	385002	385556	+	555	10	10	0	135
Tb927.1.1530	Tb927_01_v5.1	385687	394564	+	8878	1807	1398	409	4303
Tb927.1.1540	Tb927_01_v5.1	394770	397050	+	2281	1071	820	251	1946
Tb927.1.1550	Tb927_01_v5.1	397182	399439	+	2258	1044	772	272	1905
Tb927.1.1560	Tb927_01_v5.1	399582	403619	+	4038	1037	837	200	2291
Tb927.1.1580	Tb927_01_v5.1	403754	405277	+	1524	723	646	77	6512
Tb927.1.1600	Tb927_01_v5.1	405433	410249	+	4817	1878	1691	187	5764
Tb927.1.1610	Tb927_01_v5.1	411183	412571	+	1389	70	67	3	170
Tb927.1.1620	Tb927_01_v5.1	412695	415370	+	2676	1531	1218	313	6226
Tb927.1.1630	Tb927_01_v5.1	415584	416167	+	584	533	476	57	1222
Tb927.1.1640	Tb927_01_v5.1	416749	417804	+	1056	169	124	45	230
Tb927.1.1650	Tb927_01_v5.1	417999	418622	+	624	53	41	12	61
Tb927.1.1660	Tb927_01_v5.1	418784	419716	+	933	130	72	58	142
Tb927.1.1670	Tb927_01_v5.1	419908	424412	+	4505	1609	1208	401	2738
Tb927.1.1680	Tb927_01_v5.1	424538	425655	+	1118	87	61	26	92
Tb927.1.1690	Tb927_01_v5.1	425774	428601	+	2828	1831	1301	530	7588
Tb927.1.1700	Tb927_01_v5.1	428804	430357	+	1554	424	378	46	557
Tb927.1.1710	Tb927_01_v5.1	430810	436805	+	5996	3291	2463	828	6738
Tb927.1.1720	Tb927_01_v5.1	436931	438166	+	1236	942	484	458	2351
Tb927.1.1730	Tb927_01_v5.1	438559	440944	+	2386	2005	1601	404	4124
Tb927.1.1740	Tb927_01_v5.1	441101	462853	+	21753	5974	5030	944	9936
Tb927.1.1750	Tb927_01_v5.1	463430	464902	+	1473	356	221	135	400
Tb927.1.1760	Tb927_01_v5.1	465361	465801	+	441	360	335	25	1567
Tb927.1.1770	Tb927_01_v5.1	466901	467937	+	1037	30	28	2	509
Tb927.1.1790	Tb927_01_v5.1	468057	469268	+	1212	280	267	13	1855
Tb927.1.1820	Tb927_01_v5.1	470120	471459	+	1340	76	53	23	567
Tb927.1.1840	Tb927_01_v5.1	473180	477856	+	4677	665	616	49	3176
Tb927.1.1850	Tb927_01_v5.1	479530	482045	+	2516	728	566	162	1661
Tb927.1.1860	Tb927_01_v5.1	482049	482222	+	174	26	24	2	210
Tb927.1.1880	Tb927_01_v5.1	483817	488521	+	4705	739	633	106	5384
Tb927.1.1890	Tb927_01_v5.1	488949	493047	+	4099	1340	1087	253	2600
Tb927.1.1910	Tb927_01_v5.1	493470	497857	+	4388	2674	1528	1146	4351
Tb927.1.1920	Tb927_01_v5.1	498098	500775	+	2678	945	859	86	2631
Tb927.1.1930	Tb927_01_v5.1	500880	513605	+	12726	3664	3158	506	10282
Tb927.1.1960	Tb927_01_v5.1	513878	516276	+	2399	503	472	31	698
Tb927.1.1980	Tb927_01_v5.1	516410	517613	+	1204	577	479	98	1040
Tb927.1.1990	Tb927_01_v5.1	517767	518431	+	665	289	231	58	734
Tb927.1.2000	Tb927_01_v5.1	518621	519181	+	561	200	163	37	301
Tb927.1.2040	Tb927_01_v5.1	521080	522475	-	1396	494	450	44	2216
Tb927.1.2060	Tb927_01_v5.1	524736	524873	-	138	41	41	0	44
Tb927.1.2070	Tb927_01_v5.1	524998	525443	-	446	509	464	45	614
Tb927.1.2100	Tb927_01_v5.1	531515	535583	+	4069	2509	1875	634	5779
Tb927.1.2110	Tb927_01_v5.1	535994	538833	+	2840	3215	2249	966	6566
Tb927.1.2120	Tb927_01_v5.1	540417	545837	+	5421	1435	1332	103	7060
Tb927.1.2150	Tb927_01_v5.1	546122	548454	+	2333	818	655	163	1144
Tb927.1.2160	Tb927_01_v5.1	548660	550440	+	1781	39	37	2	96
Tb927.1.2190	Tb927_01_v5.1	551782	559549	+	7768	1707	1344	363	4748
Tb927.1.2200	Tb927_01_v5.1	559477	560052	+	576	233	198	35	288
Tb927.1.2210	Tb927_01_v5.1	559984	562221	+	2238	668	582	86	1678
Tb927.1.2230	Tb927_01_v5.1	562111	564339	+	2229	132	104	28	384
Tb927.1.2260	Tb927_01_v5.1	564601	567106	+	2506	191	187	4	555
Tb927.1.2310	Tb927_01_v5.1	567371	568169	+	799	7	7	0	42
Tb927.1.2320	Tb927_01_v5.1	568526	569507	+	982	633	549	84	1391
Tb1.NT.27	Tb927_01_v5.1	570070	570299	+	230	35	32	3	418
Tb927.1.2330	Tb927_01_v5.1	570423	572177	+	1755	276	253	23	2652
Tb927.1.2340	Tb927_01_v5.1	572336	573881	+	1546	365	329	36	2458
Tb927.1.2350	Tb927_01_v5.1	574065	575819	+	1755	342	320	22	2715
Tb927.1.2360	Tb927_01_v5.1	575978	577523	+	1546	336	310	26	2459
Tb927.1.2370	Tb927_01_v5.1	577707	579461	+	1755	350	321	29	2854
Tb927.1.2380	Tb927_01_v5.1	579620	581165	+	1546	315	299	16	2325
Tb927.1.2390	Tb927_01_v5.1	581349	583103	+	1755	477	415	62	2145
Tb927.1.2400	Tb927_01_v5.1	583262	584807	+	1546	334	314	20	1773
Tb927.1.2410	Tb927_01_v5.1	584991	585950	+	960	270	218	52	1628
Tb927.1.2420	Tb927_01_v5.1	591041	592285	+	1245	878	702	176	1454
Tb927.1.2430	Tb927_01_v5.1	592441	593869	+	1429	1669	1387	282	3068
Tb927.1.2450	Tb927_01_v5.1	594024	595466	+	1443	1389	1164	225	2481
Tb927.1.2470	Tb927_01_v5.1	595608	597044	+	1437	1493	1204	289	2658
Tb927.1.2490	Tb927_01_v5.1	597200	598630	+	1431	2508	1964	544	4646
Tb927.1.2510	Tb927_01_v5.1	598786	600216	+	1431	1947	1577	370	4850
Tb927.1.2530	Tb927_01_v5.1	600372	601800	+	1429	1519	1319	200	2941
Tb927.1.2550	Tb927_01_v5.1	601956	603378	+	1423	1105	878	227	2004
Tb927.1.2570	Tb927_01_v5.1	603459	606430	+	2972	54	50	4	332
Tb927.1.2580	Tb927_01_v5.1	607396	608595	+	1200	422	312	110	1788
Tb927.1.2600	Tb927_01_v5.1	609479	614307	+	4829	265	220	45	2437
Tb927.1.2640	Tb927_01_v5.1	616213	617552	+	1340	359	330	29	953
Tb927.1.2670	Tb927_01_v5.1	618377	621469	+	3093	138	92	46	300
Tb927.1.2700	Tb927_01_v5.1	622175	623776	+	1602	405	346	59	1259
Tb927.1.2710	Tb927_01_v5.1	624161	628405	+	4245	1093	908	185	7327
Tb927.1.2730	Tb927_01_v5.1	628532	629938	+	1407	365	185	180	776
Tb927.1.2740	Tb927_01_v5.1	631055	633005	+	1951	363	290	73	439
Tb927.1.2750	Tb927_01_v5.1	633194	633871	+	678	341	76	265	943
Tb927.1.2760	Tb927_01_v5.1	634072	634634	+	563	65	42	23	71
Tb927.1.2770	Tb927_01_v5.1	634794	636278	+	1485	1361	719	642	2152
Tb927.1.2780	Tb927_01_v5.1	636257	640556	-	4300	2569	1869	700	4240
Tb927.1.2820	Tb927_01_v5.1	640697	643263	-	2567	1108	884	224	1995
Tb927.1.2850	Tb927_01_v5.1	644706	647261	-	2556	1553	1195	358	2579
Tb927.1.2880	Tb927_01_v5.1	648704	651264	-	2561	715	575	140	1813
Tb927.1.2970	Tb927_01_v5.1	656565	657473	+	909	10	10	0	234
Tb927.1.2980	Tb927_01_v5.1	658928	662823	+	3896	809	583	226	1840
Tb927.1.2985	Tb927_01_v5.1	662952	663556	+	605	134	39	95	155
Tb927.1.2990	Tb927_01_v5.1	663652	666826	+	3175	769	610	159	1527
Tb927.1.3000	Tb927_01_v5.1	666978	668620	+	1643	742	654	88	1470
Tb927.1.3010	Tb927_01_v5.1	668729	670101	+	1373	288	189	99	319
Tb927.1.3030	Tb927_01_v5.1	670234	671532	+	1299	312	251	61	399
Tb927.1.3040	Tb927_01_v5.1	671777	672908	+	1132	1220	904	316	3369
Tb927.1.3050	Tb927_01_v5.1	672923	674982	+	2060	1689	1298	391	3266
Tb927.1.3070	Tb927_01_v5.1	675110	676653	+	1544	311	269	42	415
Tb927.1.3110	Tb927_01_v5.1	677616	679013	+	1398	485	398	87	1423
Tb927.1.3120	Tb927_01_v5.1	679144	682632	+	3489	1418	1105	313	2374
Tb927.1.3130	Tb927_01_v5.1	683008	684631	+	1624	1873	1320	553	8205
Tb927.1.3150	Tb927_01_v5.1	685426	686960	+	1535	1195	978	217	3696
Tb927.1.3170	Tb927_01_v5.1	687208	688587	+	1380	776	597	179	2272
Tb927.1.3180	Tb927_01_v5.1	688934	689792	+	859	1	0	1	1
Tb927.1.3200	Tb927_01_v5.1	689981	691247	+	1267	221	145	76	449
Tb927.1.3220	Tb927_01_v5.1	691637	693398	+	1762	1430	1164	266	8498
Tb927.1.3230	Tb927_01_v5.1	694140	696465	+	2326	1114	782	332	1420
Tb927.1.3250	Tb927_01_v5.1	696806	702812	+	6007	2669	2307	362	7855
Tb927.1.3260	Tb927_01_v5.1	702966	708786	+	5821	1916	1514	402	6418
Tb927.1.3270	Tb927_01_v5.1	709471	712308	+	2838	913	781	132	3745
Tb927.1.3280	Tb927_01_v5.1	712890	713989	+	1100	231	219	12	438
Tb927.1.3290	Tb927_01_v5.1	714094	717220	+	3127	1375	1260	115	5107
Tb927.1.3300	Tb927_01_v5.1	717851	722139	+	4289	882	640	242	2197
Tb927.1.3310	Tb927_01_v5.1	721777	723140	+	1364	542	499	43	1006
Tb927.1.3320	Tb927_01_v5.1	723733	725505	+	1773	1163	1034	129	1674
Tb927.1.3350	Tb927_01_v5.1	725821	728189	+	2369	1718	1481	237	4071
Tb927.1.3360	Tb927_01_v5.1	728538	731231	-	2694	1754	1267	487	2670
Tb927.1.3390	Tb927_01_v5.1	731489	732378	-	890	23	20	3	24
Tb927.1.3400	Tb927_01_v5.1	732215	733840	-	1626	297	273	24	1579
Tb927.1.3410	Tb927_01_v5.1;Tb927_01_v5.1	734213;734213	736337;735796	-;-	2125	692	657	35	3449
Tb927.1.3450	Tb927_01_v5.1	736446	740175	-	3730	1040	897	143	3771
Tb927.1.3550	Tb927_01_v5.1	751140	757935	-	6796	3886	3318	568	10844
Tb927.1.3560	Tb927_01_v5.1	758163	762086	-	3924	1177	1033	144	5129
Tb927.1.3670	Tb927_01_v5.1	769751	779012	+	9262	3784	2958	826	6083
tmp.1.100	Tb927_01_v5.1	794148	802447	+	8300	2137	1802	335	4020
tmp.1.10	Tb927_01_v5.1	794167	796354	+	2188	0	0	0	0
tmp.1.30	Tb927_01_v5.1	796728	796899	+	172	0	0	0	0
tmp.1.40	Tb927_01_v5.1	797482	799344	+	1863	0	0	0	0
tmp.1.50	Tb927_01_v5.1	799502	799716	+	215	0	0	0	0
tmp.1.60	Tb927_01_v5.1	799792	801327	+	1536	0	0	0	0
tmp.1.70	Tb927_01_v5.1	801414	801595	+	182	0	0	0	0
tmp.1.80	Tb927_01_v5.1	801915	801992	+	78	0	0	0	0
tmp.1.90	Tb927_01_v5.1	802312	802447	+	136	0	0	0	0
Tb927.1.3750	Tb927_01_v5.1	803648	805452	-	1805	1399	1122	277	2125
Tb927.1.3760	Tb927_01_v5.1	805538	811654	-	6117	2720	1972	748	3434
Tb927.1.3800	Tb927_01_v5.1	814232	814850	+	619	178	77	101	202
Tb927.1.3810	Tb927_01_v5.1	815097	815608	+	512	8	8	0	8
Tb927.1.3820	Tb927_01_v5.1	815718	816149	+	432	404	281	123	600
Tb927.1.3830	Tb927_01_v5.1	816304	818578	+	2275	42	41	1	48
Tb927.1.3840	Tb927_01_v5.1	818726	820827	+	2102	698	638	60	2166
Tb927.1.3850	Tb927_01_v5.1	820968	822057	+	1090	381	241	140	1137
Tb927.1.3860	Tb927_01_v5.1	822194	826118	+	3925	973	705	268	3282
Tb927.1.3880	Tb927_01_v5.1	826497	832221	+	5725	2669	2268	401	6027
Tb927.1.3890	Tb927_01_v5.1	832456	833388	+	933	168	146	22	1102
Tb927.1.3910	Tb927_01_v5.1	833572	836861	+	3290	538	471	67	1157
Tb927.1.3940	Tb927_01_v5.1	837318	840600	+	3283	1238	792	446	2276
Tb927.1.3950	Tb927_01_v5.1	840718	844478	+	3761	649	601	48	2911
Tb927.1.4010	Tb927_01_v5.1	844375	848709	+	4335	746	545	201	2044
Tb927.1.4020	Tb927_01_v5.1	848810	852598	+	3789	503	440	63	1137
Tb927.1.4040	Tb927_01_v5.1	852635	854428	+	1794	914	732	182	1658
Tb927.1.4050	Tb927_01_v5.1	856392	861646	+	5255	1752	1324	428	4805
Tb927.1.4100	Tb927_01_v5.1	861574	864625	+	3052	993	763	230	1806
Tb927.1.4140	Tb927_01_v5.1	864788	866440	+	1653	339	315	24	374
Tb927.1.4160	Tb927_01_v5.1	866634	867647	+	1014	54	52	2	124
Tb927.1.4180	Tb927_01_v5.1	867783	870352	+	2570	243	223	20	670
Tb927.1.4220	Tb927_01_v5.1;Tb927_01_v5.1	871671;871861	873776;873776	+;+	2106	191	164	27	499
Tb927.1.4230	Tb927_01_v5.1	873922	876311	+	2390	1311	996	315	4484
Tb927.1.4250	Tb927_01_v5.1	876432	879282	+	2851	778	633	145	1580
Tb927.1.4280	Tb927_01_v5.1	880176	883182	+	3007	2262	1136	1126	3816
Tb927.1.4300	Tb927_01_v5.1	885965	890522	+	4558	869	665	204	3658
Tb927.1.4310	Tb927_01_v5.1	890091	897567	+	7477	2427	2021	406	14173
Tb927.1.4340	Tb927_01_v5.1	899108	903089	+	3982	1917	1565	352	8396
Tb927.1.4370	Tb927_01_v5.1	902820	905658	+	2839	673	608	65	1545
Tb927.1.4380	Tb927_01_v5.1	905832	907962	+	2131	931	737	194	2784
Tb927.1.4400	Tb927_01_v5.1	907880	908989	+	1110	38	38	0	157
Tb927.1.4410	Tb927_01_v5.1	909409	911906	+	2498	363	342	21	1784
Tb927.1.4420	Tb927_01_v5.1	912167	916224	+	4058	1697	1223	474	3836
Tb927.1.4450	Tb927_01_v5.1	916395	920056	+	3662	1209	854	355	2402
Tb927.1.4470	Tb927_01_v5.1	921239	923025	+	1787	851	654	197	1379
Tb927.1.4480	Tb927_01_v5.1	923248	927993	+	4746	1212	952	260	4204
Tb927.1.4490	Tb927_01_v5.1	928833	931833	+	3001	218	194	24	511
Tb927.1.4500	Tb927_01_v5.1	932224	934231	+	2008	580	498	82	1105
Tb927.1.4520	Tb927_01_v5.1	934408	939104	+	4697	885	686	199	1995
Tb927.1.4540	Tb927_01_v5.1	937984	942232	+	4249	2412	2036	376	4028
Tb927.1.4560	Tb927_01_v5.1	942390	944105	+	1716	1379	1264	115	2224
Tb927.1.4580	Tb927_01_v5.1	945453	947168	+	1716	1632	1472	160	3218
Tb927.1.4600	Tb927_01_v5.1	948580	950295	+	1716	1175	1006	169	1883
Tb927.1.4630	Tb927_01_v5.1	951709	953424	+	1716	1690	1481	209	2729
Tb927.1.4650	Tb927_01_v5.1	954772	959982	+	5211	684	594	90	2963
Tb927.1.4680	Tb927_01_v5.1	962455	963745	+	1291	941	843	98	1903
Tb927.1.4690	Tb927_01_v5.1	964015	965836	+	1822	979	874	105	2727
Tb927.1.4700	Tb927_01_v5.1	965981	967683	+	1703	812	574	238	1572
Tb927.1.4710	Tb927_01_v5.1	967638	968324	+	687	52	51	1	119
Tb927.1.4720	Tb927_01_v5.1	968713	970679	+	1967	846	699	147	2080
Tb927.1.4730	Tb927_01_v5.1	971007	971775	+	769	491	446	45	745
Tb927.1.4740	Tb927_01_v5.1	971898	975136	+	3239	2182	1700	482	3932
Tb927.1.4760	Tb927_01_v5.1	975777	979264	+	3488	1054	871	183	3591
Tb927.1.4780	Tb927_01_v5.1	979505	981555	+	2051	790	630	160	955
Tb927.1.4800	Tb927_01_v5.1	982326	983948	+	1623	481	277	204	682
Tb927.1.4810	Tb927_01_v5.1	984349	985912	+	1564	376	309	67	1182
Tb927.1.4830	Tb927_01_v5.1	986557	988178	+	1622	262	242	20	665
Tb927.1.4860	Tb927_01_v5.1	988441	989637	+	1197	156	48	108	181
Tb927.1.4870	Tb927_01_v5.1	989768	990757	+	990	410	261	149	910
Tb927.1.4890	Tb927_01_v5.1	991993	993368	+	1376	495	378	117	1271
Tb927.1.4900	Tb927_01_v5.1	993537	994662	+	1126	692	426	266	4970
Tb927.1.4910	Tb927_01_v5.1	994790	996098	+	1309	260	139	121	646
Tb927.1.4920	Tb927_01_v5.1	996104	997259	+	1156	648	479	169	8037
Tb927.1.4970	Tb927_01_v5.1	1001645	1004159	+	2515	828	670	158	1154
Tb927.1.5000	Tb927_01_v5.1	1004272	1005744	+	1473	492	401	91	678
