# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003738.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003738.1.all.q/CM03_B_LIB_S1/counts.txt" "/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup.bam" "/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup_F_plus_R.bam" "/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup_WO.bam" "/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup.bam	/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup_F_plus_R.bam	/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted_dedup_WO.bam	/tmp/13003738.1.all.q/CM03_B_LIB_S1/S1_sorted.bam
Tb927.2.1434	Tb927_02_v5.1	263372	265201	-	1830	3443	2921	522	11822
Tb927.2.1443	Tb927_02_v5.1	265783	265954	-	172	466	357	109	1498
Tb927.2.1452	Tb927_02_v5.1	266299	268549	-	2251	6961	5939	1022	24340
Tb927.2.1460	Tb927_02_v5.1	270437	275473	+	5037	4679	3475	1204	9575
Tb927.2.1470	Tb927_02_v5.1	276190	277487	+	1298	2383	1846	537	5978
Tb927.2.1480	Tb927_02_v5.1	278563	278698	-	136	157	141	16	626
Tb927.2.1490	Tb927_02_v5.1	279021	279098	-	78	56	48	8	65
Tb927.2.1500	Tb927_02_v5.1	279422	279604	-	183	51	43	8	171
Tb927.2.1510	Tb927_02_v5.1	279742	281225	-	1484	2129	1807	322	6671
Tb927.2.1520	Tb927_02_v5.1	281302	281516	-	215	189	141	48	708
Tb927.2.1530	Tb927_02_v5.1	281711	283540	-	1830	3626	3081	545	12640
Tb927.2.1540	Tb927_02_v5.1	284122	284293	-	172	550	445	105	1621
Tb927.2.1550	Tb927_02_v5.1	284636	286886	-	2251	7261	6136	1125	24902
Tb927.2.1560	Tb927_02_v5.1	304562	305320	-	759	482	394	88	624
Tb927.2.1600	Tb927_02_v5.1	305850	307642	-	1793	1842	1322	520	4059
Tb927.2.1680	Tb927_02_v5.1	315629	316387	+	759	387	295	92	535
Tb2.NT.3	Tb927_02_v5.1	316546	317056	+	511	24	16	8	24
Tb927.2.1700	Tb927_02_v5.1	317193	321148	+	3956	1200	1068	132	6087
Tb927.2.1720	Tb927_02_v5.1	321262	321705	+	444	69	23	46	72
Tb927.2.1730	Tb927_02_v5.1	321812	322641	+	830	554	297	257	971
Tb927.2.1740	Tb927_02_v5.1	322758	325262	+	2505	999	680	319	4208
Tb927.2.1760	Tb927_02_v5.1	325383	328298	+	2916	572	405	167	2156
Tb927.2.1770	Tb927_02_v5.1	328419	328699	+	281	51	31	20	58
Tb927.2.1780	Tb927_02_v5.1	328953	330346	+	1394	1486	1137	349	3251
Tb927.2.1790	Tb927_02_v5.1	330793	331314	+	522	437	322	115	1118
Tb927.2.1800	Tb927_02_v5.1	331434	335342	+	3909	2081	1761	320	6647
Tb927.2.1810	Tb927_02_v5.1	335451	339172	+	3722	2259	1737	522	5063
Tb927.2.1820	Tb927_02_v5.1	339492	344261	+	4770	723	535	188	1459
Tb927.2.1850	Tb927_02_v5.1	344878	346852	+	1975	422	332	90	672
Tb927.2.1860	Tb927_02_v5.1	347003	349648	+	2646	3042	2220	822	7481
Tb927.2.1890	Tb927_02_v5.1	350619	352677	+	2059	42	31	11	269
Tb2.NT.8	Tb927_02_v5.1	353951	354510	+	560	7	3	4	25
Tb927.2.1920	Tb927_02_v5.1	354591	356826	+	2236	814	539	275	1650
Tb927.2.1931	Tb927_02_v5.1	369957	372207	+	2251	4348	3469	879	5830
Tb927.2.1942	Tb927_02_v5.1	372546	372717	+	172	751	641	110	1584
Tb927.2.1953	Tb927_02_v5.1	373303	375132	+	1830	2089	1611	478	2326
Tb927.2.1964	Tb927_02_v5.1	375328	375542	+	215	123	76	47	164
Tb927.2.1975	Tb927_02_v5.1	375619	377103	+	1485	1813	1492	321	2395
Tb927.2.1986	Tb927_02_v5.1	377241	377423	+	183	30	24	6	40
Tb927.2.1997	Tb927_02_v5.1	377747	377824	+	78	82	57	25	90
Tb927.2.2008	Tb927_02_v5.1	378146	378281	+	136	159	130	29	554
Tb927.2.2015	Tb927_02_v5.1	386515	387059	-	545	326	303	23	2650
Tb927.2.2020	Tb927_02_v5.1	387550	388705	-	1156	159	143	16	1012
Tb927.2.2029	Tb927_02_v5.1	389045	390795	-	1751	574	274	300	905
Tb927.2.2060	Tb927_02_v5.1	393056	394399	-	1344	71	61	10	265
Tb927.2.2070	Tb927_02_v5.1	397335	398424	-	1090	339	315	24	1330
Tb927.2.2090	Tb927_02_v5.1	398551	402324	-	3774	2369	1497	872	3718
Tb927.2.2120	Tb927_02_v5.1	403883	405837	-	1955	256	211	45	391
Tb927.2.2130	Tb927_02_v5.1	406718	408492	-	1775	548	444	104	2424
Tb927.2.2140	Tb927_02_v5.1	408834	409571	-	738	71	55	16	186
Tb927.2.2160	Tb927_02_v5.1	410840	412901	-	2062	233	217	16	3077
Tb927.2.2180	Tb927_02_v5.1	413434	414656	-	1223	391	284	107	1075
Tb927.2.2190	Tb927_02_v5.1	414868	418898	-	4031	425	328	97	1221
Tb927.2.2200	Tb927_02_v5.1	419054	420295	-	1242	306	255	51	1339
Tb927.2.2210	Tb927_02_v5.1	420517	423689	-	3173	2059	1346	713	4420
Tb927.2.2220	Tb927_02_v5.1	424198	425229	-	1032	600	507	93	1031
Tb927.2.2230	Tb927_02_v5.1	425387	427131	-	1745	664	582	82	1802
Tb927.2.2240	Tb927_02_v5.1	427699	431815	-	4117	1577	1195	382	2376
Tb927.2.2260	Tb927_02_v5.1	433365	447032	-	13668	5652	4323	1329	13312
Tb927.2.2270	Tb927_02_v5.1	447296	448246	-	951	261	233	28	413
Tb927.2.2320	Tb927_02_v5.1	451021	451856	-	836	9	2	7	19
Tb927.2.2340	Tb927_02_v5.1	452380	456652	-	4273	2242	1710	532	7856
Tb927.2.2360	Tb927_02_v5.1	457061	460283	-	3223	1061	801	260	2713
Tb927.2.2370	Tb927_02_v5.1	460464	465255	-	4792	2242	1451	791	5747
Tb927.2.2380	Tb927_02_v5.1	465485	468565	-	3081	761	542	219	2462
Tb927.2.2390	Tb927_02_v5.1	468713	469912	-	1200	657	553	104	911
Tb927.2.2400	Tb927_02_v5.1	471226	473541	-	2316	820	634	186	4628
Tb927.2.2410	Tb927_02_v5.1	473664	475973	-	2310	954	566	388	2669
Tb927.2.2430	Tb927_02_v5.1	476246	479747	-	3502	1509	1271	238	4326
Tb927.2.2440	Tb927_02_v5.1	480317	482378	-	2062	88	75	13	1741
Tb927.2.2450	Tb927_02_v5.1	482753	484353	-	1601	954	782	172	4579
Tb927.2.2460	Tb927_02_v5.1	484516	487095	-	2580	844	653	191	1277
Tb927.2.2470	Tb927_02_v5.1	487442	489761	-	2320	639	449	190	3715
Tb927.2.2490	Tb927_02_v5.1	490811	492015	-	1205	952	800	152	1579
Tb927.2.2500	Tb927_02_v5.1	492151	493687	-	1537	1025	769	256	3869
Tb927.2.2510	Tb927_02_v5.1	494285	495137	-	853	172	149	23	614
Tb927.2.2520	Tb927_02_v5.1	495308	496453	-	1146	308	240	68	1235
Tb927.2.2530	Tb927_02_v5.1	497417	500286	-	2870	507	423	84	1617
Tb927.2.2540	Tb927_02_v5.1	500416	501338	-	923	170	103	67	268
Tb927.2.2550	Tb927_02_v5.1	501565	503608	-	2044	850	670	180	2724
Tb927.2.2570	Tb927_02_v5.1	504177	504900	-	724	790	662	128	2170
Tb927.2.2580	Tb927_02_v5.1	506021	510672	-	4652	1977	1568	409	4086
Tb927.2.2590	Tb927_02_v5.1	510809	511483	-	675	150	117	33	166
Tb927.2.2650	Tb927_02_v5.1	519546	530766	+	11221	3707	2587	1120	8918
Tb927.2.2670	Tb927_02_v5.1	530972	533083	+	2112	324	269	55	818
Tb927.2.2720	Tb927_02_v5.1	533217	540087	+	6871	1851	1476	375	5179
Tb927.2.2770	Tb927_02_v5.1	541129	542691	+	1563	27	8	19	27
Tb927.2.2830	Tb927_02_v5.1	546092	548126	+	2035	168	155	13	2293
Tb927.2.2860	Tb927_02_v5.1	548540	549931	+	1392	591	455	136	1060
Tb927.2.2880	Tb927_02_v5.1	550364	553711	+	3348	1127	900	227	8556
Tb927.2.2900	Tb927_02_v5.1	554078	554648	+	571	415	117	298	478
Tb927.2.2910	Tb927_02_v5.1	554814	556637	+	1824	722	465	257	2604
Tb927.2.2920	Tb927_02_v5.1	556458	558328	+	1871	304	174	130	869
Tb927.2.2940	Tb927_02_v5.1	559564	560692	+	1129	581	478	103	1222
Tb927.2.2950	Tb927_02_v5.1	560866	564116	+	3251	1291	1068	223	4147
Tb927.2.2970	Tb927_02_v5.1	564271	565248	+	978	548	483	65	974
Tb927.2.2990	Tb927_02_v5.1	567494	569217	+	1724	1231	761	470	2620
Tb927.2.3000	Tb927_02_v5.1	569416	570967	+	1552	324	199	125	352
Tb927.2.3020	Tb927_02_v5.1	571123	574339	+	3217	399	341	58	671
Tb927.2.3030	Tb927_02_v5.1	574822	577457	+	2636	1785	1325	460	3720
Tb927.2.3055	Tb927_02_v5.1	578242	578650	+	409	4	0	4	4
Tb927.2.3080	Tb927_02_v5.1	579130	580593	+	1464	1520	1092	428	3607
Tb927.2.3090	Tb927_02_v5.1	580873	584142	+	3270	172	140	32	751
Tb927_02_v4.snoRNA.0100	Tb927_02_v5.1	584827	584900	+	74	6	6	0	9
Tb927.2.3160	Tb927_02_v5.1	585537	587270	+	1734	1119	965	154	2421
Tb927.2.3180	Tb927_02_v5.1	587669	590852	+	3184	2703	1875	828	6434
Tb927.2.3190	Tb927_02_v5.1	591003	592956	+	1954	1063	813	250	2040
Tb927.2.3270	Tb927_02_v5.1	593120	600381	+	7262	2746	2081	665	4848
Tb927.2.3280	Tb927_02_v5.1	601555	602947	+	1393	744	509	235	1108
Tb927.2.3290	Tb927_02_v5.1	605101	607469	+	2369	1002	735	267	1845
Tb927.2.3300	Tb927_02_v5.1	608642	609991	+	1350	566	438	128	873
Tb927.2.3310	Tb927_02_v5.1	612185	614554	+	2370	1551	1196	355	2388
Tb927.2.3320	Tb927_02_v5.1	615727	617079	+	1353	936	482	454	1287
Tb927.2.3330	Tb927_02_v5.1	617407	618112	+	706	153	148	5	586
Tb927.2.3340	Tb927_02_v5.1	619143	620168	-	1026	112	78	34	119
Tb927.2.3370	Tb927_02_v5.1	622568	624818	-	2251	645	539	106	999
Tb927.2.3390	Tb927_02_v5.1	625038	628664	-	3627	735	669	66	7017
Tb927.2.3400	Tb927_02_v5.1	628937	629985	-	1049	673	623	50	1549
Tb927.2.3420	Tb927_02_v5.1	630394	630879	-	486	441	349	92	1197
Tb927.2.3440	Tb927_02_v5.1	631650	632773	-	1124	250	239	11	2435
Tb927.2.3460	Tb927_02_v5.1	633597	634837	-	1241	428	331	97	1185
Tb927.2.3480	Tb927_02_v5.1	634955	636776	-	1822	292	212	80	2289
Tb927.2.3580	Tb927_02_v5.1	641498	643236	-	1739	1286	1032	254	2039
Tb927.2.3610	Tb927_02_v5.1	644802	645660	-	859	718	484	234	1728
Tb927.2.3620	Tb927_02_v5.1	646502	649139	-	2638	1032	728	304	2937
Tb927.2.3660	Tb927_02_v5.1	650279	661575	-	11297	3210	2740	470	11404
Tb927.2.3720	Tb927_02_v5.1	662243	665976	-	3734	169	139	30	621
Tb927.2.3730	Tb927_02_v5.1	666265	669012	-	2748	914	784	130	1301
Tb927.2.3750	Tb927_02_v5.1	669122	671861	-	2740	2790	1729	1061	5454
Tb927.2.3780	Tb927_02_v5.1	672844	676359	-	3516	1188	888	300	2327
Tb927.2.3800	Tb927_02_v5.1	675970	679126	-	3157	161	104	57	416
Tb2.NT.37	Tb927_02_v5.1	679284	679720	-	437	1	0	1	1
Tb927.2.3880	Tb927_02_v5.1	686755	690640	-	3886	737	664	73	1852
Tb927.2.3910	Tb927_02_v5.1	689675	692832	-	3158	1324	1158	166	2278
Tb927.2.3920	Tb927_02_v5.1	692944	693881	-	938	447	242	205	511
Tb927.2.3930	Tb927_02_v5.1	694009	697251	-	3243	316	242	74	1015
Tb927.2.3960	Tb927_02_v5.1	697392	698288	-	897	140	126	14	858
Tb927.2.3970	Tb927_02_v5.1	698565	699915	-	1351	419	393	26	834
Tb927.2.3990	Tb927_02_v5.1	700707	704078	-	3372	1436	1134	302	2609
Tb927.2.4000	Tb927_02_v5.1	704235	707234	-	3000	1046	843	203	1931
Tb927.2.4020	Tb927_02_v5.1	707344	709608	-	2265	956	665	291	3392
Tb927.2.4050	Tb927_02_v5.1	709918	714647	-	4730	1428	950	478	2766
Tb927.2.4060	Tb927_02_v5.1	715419	718164	-	2746	801	721	80	2046
Tb927.2.4090	Tb927_02_v5.1	718375	719837	-	1463	197	174	23	1120
Tb927.2.4110	Tb927_02_v5.1	720227	721860	-	1634	413	332	81	690
Tb927.2.4130	Tb927_02_v5.1	721757	724995	-	3239	662	537	125	5443
Tb927.2.4140	Tb927_02_v5.1	725110	728615	-	3506	4286	2699	1587	7476
Tb927.2.4150	Tb927_02_v5.1	728742	730138	-	1397	611	452	159	1165
Tb927.2.4160	Tb927_02_v5.1	730705	733487	-	2783	1175	839	336	2913
Tb927.2.4200	Tb927_02_v5.1	736855	740194	-	3340	2255	1871	384	5152
Tb927.2.4210	Tb927_02_v5.1	740656	742863	-	2208	1206	974	232	7135
Tb927.2.4230	Tb927_02_v5.1	742984	754825	-	11842	1572	1277	295	5062
Tb927.2.4240	Tb927_02_v5.1	754947	757212	-	2266	528	457	71	1878
Tb927.2.4280	Tb927_02_v5.1	759933	763493	-	3561	1042	848	194	2434
Tb927.2.4330	Tb927_02_v5.1	765111	767567	-	2457	726	655	71	2916
Tb927.2.4340	Tb927_02_v5.1	767808	769258	-	1451	1334	912	422	4506
Tb927.2.4370	Tb927_02_v5.1	769607	772983	-	3377	366	263	103	1228
Tb927.2.4380	Tb927_02_v5.1	773373	774663	-	1291	442	418	24	1328
Tb927.2.4390	Tb927_02_v5.1	775098	777449	-	2352	1481	1016	465	2370
Tb927.2.4400	Tb927_02_v5.1	777760	782008	-	4249	1197	924	273	3574
Tb927.2.4410	Tb927_02_v5.1	782129	784409	-	2281	496	405	91	1569
Tb927.2.4420	Tb927_02_v5.1;Tb927_02_v5.1	784574;784574	786053;786293	-;-	1720	1590	1038	552	3649
Tb927.2.4440	Tb927_02_v5.1	786494	787589	-	1096	134	107	27	675
Tb927.2.4445	Tb927_02_v5.1	787612	788207	-	596	135	130	5	366
Tb927.2.4460	Tb927_02_v5.1	788919	790843	-	1925	137	119	18	1515
Tb927.2.4470	Tb927_02_v5.1	790963	793879	-	2917	458	389	69	917
Tb927.2.4480	Tb927_02_v5.1	794009	795795	-	1787	319	231	88	678
Tb927.2.4510	Tb927_02_v5.1	795917	800576	-	4660	1679	1258	421	3843
Tb927.2.4520	Tb927_02_v5.1	801493	805267	-	3775	702	578	124	1821
Tb927.2.4530	Tb927_02_v5.1	806089	806849	-	761	598	392	206	3167
Tb927.2.4540	Tb927_02_v5.1	807076	808145	-	1070	515	367	148	917
Tb927.2.4550	Tb927_02_v5.1	808398	811509	-	3112	658	527	131	1219
Tb927.2.4560	Tb927_02_v5.1	812051	814041	-	1991	525	453	72	2315
Tb927.2.4580	Tb927_02_v5.1	814260	816446	-	2187	1304	383	921	2333
Tb2.NT.41	Tb927_02_v5.1	816574	817079	-	506	97	62	35	104
Tb927.2.4590	Tb927_02_v5.1	817282	819499	-	2218	631	494	137	1129
Tb927.2.4610	Tb927_02_v5.1	819617	821338	-	1722	1065	823	242	1847
Tb927.2.4620	Tb927_02_v5.1	821456	822860	-	1405	1196	914	282	2806
Tb927.2.4650	Tb927_02_v5.1	823239	824300	-	1062	496	356	140	1319
Tb927.2.4670	Tb927_02_v5.1	825324	827070	-	1747	634	482	152	849
Tb927.2.4680	Tb927_02_v5.1	827867	829166	-	1300	1172	781	391	1665
Tb927.2.4700	Tb927_02_v5.1	829289	832048	-	2760	390	295	95	569
Tb927.2.4710	Tb927_02_v5.1	832806	835963	-	3158	295	273	22	895
Tb927.2.4720	Tb927_02_v5.1	835653	840425	-	4773	1702	1382	320	4244
Tb927.2.4740	Tb927_02_v5.1	840842	841918	-	1077	1445	1090	355	2690
Tb927.2.4750	Tb927_02_v5.1	842055	844104	-	2050	817	626	191	6108
Tb927.2.4760	Tb927_02_v5.1	843529	846021	-	2493	2388	1765	623	4164
Tb927.2.4780	Tb927_02_v5.1	846146	850240	-	4095	2247	1737	510	5132
Tb927.2.4795	Tb927_02_v5.1	850455	850858	-	404	20	16	4	21
Tb927.2.4800	Tb927_02_v5.1	850985	852274	-	1290	522	373	149	1049
Tb927.2.4810	Tb927_02_v5.1	852596	857212	-	4617	1211	858	353	2874
Tb927.2.4830	Tb927_02_v5.1	857351	859362	-	2012	1110	857	253	1598
Tb927.2.4840	Tb927_02_v5.1	859870	860567	-	698	17	13	4	245
Tb927.2.4850	Tb927_02_v5.1	860727	862306	-	1580	435	379	56	1268
Tb927.2.4870	Tb927_02_v5.1	862606	863607	-	1002	414	266	148	1059
Tb927.2.4890	Tb927_02_v5.1	863698	865041	-	1344	1760	1377	383	3201
Tb927.2.4900	Tb927_02_v5.1	865200	866545	-	1346	717	549	168	5816
Tb927.2.4920	Tb927_02_v5.1	867355	869126	-	1772	2000	1291	709	4451
Tb927.2.4925	Tb927_02_v5.1	869251	870162	-	912	340	292	48	1062
Tb927.2.4930	Tb927_02_v5.1	870284	871917	-	1634	809	650	159	2082
Tb927.2.4950	Tb927_02_v5.1	872188	876514	-	4327	2052	1770	282	5513
Tb927.2.4970	Tb927_02_v5.1	877244	879167	-	1924	937	697	240	2465
Tb927.2.4980	Tb927_02_v5.1	879286	880417	-	1132	702	580	122	2005
Tb927.2.4990	Tb927_02_v5.1	880589	883359	-	2771	1897	1350	547	4630
Tb927.2.5000	Tb927_02_v5.1	884008	885290	-	1283	879	552	327	1360
Tb927.2.5010	Tb927_02_v5.1	886019	887523	-	1505	125	92	33	143
Tb927.2.5020	Tb927_02_v5.1	887723	889999	-	2277	746	521	225	3474
Tb927.2.5030	Tb927_02_v5.1	890132	892562	-	2431	567	388	179	1171
Tb927.2.5040	Tb927_02_v5.1	892686	893563	-	878	386	346	40	610
Tb927.2.5050	Tb927_02_v5.1	893699	895060	-	1362	647	451	196	1030
Tb927.2.5060	Tb927_02_v5.1	895261	896489	-	1229	523	316	207	688
Tb927.2.5070	Tb927_02_v5.1	896595	897215	-	621	8	2	6	18
Tb927.2.5080	Tb927_02_v5.1	897328	898837	-	1510	1213	693	520	1889
Tb2.NT.50	Tb927_02_v5.1	905341	905521	+	181	13	12	1	14
Tb927.2.5120	Tb927_02_v5.1	905632	906444	+	813	153	133	20	323
Tb927.2.5130	Tb927_02_v5.1	906553	907778	+	1226	238	127	111	251
Tb927.2.5140	Tb927_02_v5.1	907929	908640	+	712	139	133	6	374
Tb2.NT.51	Tb927_02_v5.1	908676	909043	+	368	95	76	19	344
Tb927.2.5150	Tb927_02_v5.1	909140	910654	+	1515	495	316	179	631
Tb927.2.5160	Tb927_02_v5.1	910849	912056	+	1208	346	280	66	934
Tb927.2.5180	Tb927_02_v5.1	912543	913708	+	1166	488	404	84	16254
Tb927.2.5190	Tb927_02_v5.1	913840	914820	+	981	387	265	122	633
Tb927.2.5200	Tb927_02_v5.1	914914	917250	+	2337	666	526	140	835
Tb927.2.5210	Tb927_02_v5.1	917429	918184	+	756	674	548	126	1937
Tb927.2.5220	Tb927_02_v5.1	918410	919496	+	1087	365	318	47	1714
Tb927.2.5230	Tb927_02_v5.1	919961	920818	+	858	515	424	91	1204
Tb927.2.5240	Tb927_02_v5.1	921089	922750	+	1662	1055	846	209	2988
Tb927.2.5250	Tb927_02_v5.1	923072	924425	+	1354	549	453	96	1548
Tb927.2.5260	Tb927_02_v5.1	924568	925170	+	603	120	111	9	298
Tb927.2.5270	Tb927_02_v5.1	925381	938171	+	12791	911	781	130	7718
Tb927.2.5280	Tb927_02_v5.1	938954	941448	+	2495	566	509	57	3389
Tb927.2.5290	Tb927_02_v5.1	941592	943763	+	2172	1757	1454	303	3643
Tb927.2.5300	Tb927_02_v5.1	944572	945691	+	1120	763	595	168	1276
Tb927.2.5310	Tb927_02_v5.1	946500	948294	+	1795	1956	1428	528	5760
Tb927.2.5320	Tb927_02_v5.1	948419	950219	+	1801	1060	859	201	1809
Tb927.2.5330	Tb927_02_v5.1	950344	952159	+	1816	3094	2341	753	5122
Tb927.2.5340	Tb927_02_v5.1	952284	954099	+	1816	1798	1211	587	2694
Tb927.2.5350	Tb927_02_v5.1	954224	956039	+	1816	1363	1066	297	1963
Tb927.2.5360	Tb927_02_v5.1	956164	957295	+	1132	1939	1591	348	3269
Tb927.2.5384	Tb927_02_v5.1	958081	960865	+	2785	995	840	155	2630
Tb927.2.5410	Tb927_02_v5.1	962027	967175	-	5149	2215	1769	446	18608
Tb927.2.5440	Tb927_02_v5.1	967441	971458	-	4018	3033	2253	780	7195
Tb927.2.5480	Tb927_02_v5.1	973700	977294	-	3595	2239	1729	510	4939
Tb2.NT.57	Tb927_02_v5.1	977410	977799	-	390	362	268	94	417
Tb927.2.5500	Tb927_02_v5.1	978941	979806	-	866	872	569	303	1280
Tb927.2.5530	Tb927_02_v5.1	980487	986253	-	5767	2259	1659	600	4093
Tb2.NT.58	Tb927_02_v5.1	986351	986802	-	452	98	93	5	673
Tb927.2.5540	Tb927_02_v5.1	988011	994295	-	6285	3148	2268	880	6536
Tb927.2.5600	Tb927_02_v5.1	1000404	1007743	+	7340	3037	2207	830	6104
Tb2.NT.61	Tb927_02_v5.1	1007898	1008349	+	452	102	97	5	690
Tb927.2.5610	Tb927_02_v5.1	1008447	1014213	+	5767	2488	1884	604	4630
Tb927.2.5630	Tb927_02_v5.1	1014894	1016802	+	1909	1146	802	344	1608
Tb2.NT.63	Tb927_02_v5.1	1016913	1017285	+	373	250	182	68	301
Tb927.2.5650	Tb927_02_v5.1	1017418	1021444	+	4027	2498	1960	538	5423
Tb927.2.5660	Tb927_02_v5.1	1021550	1022501	+	952	80	72	8	549
Tb927.2.5680	Tb927_02_v5.1	1024689	1024836	+	148	417	339	78	1595
Tb927.2.5710	Tb927_02_v5.1	1025808	1027351	+	1544	684	438	246	1917
Tb927.2.5720	Tb927_02_v5.1	1027579	1031636	+	4058	948	674	274	1823
Tb927.2.5750	Tb927_02_v5.1	1030388	1033629	+	3242	1104	626	478	4049
Tb927.2.5760	Tb927_02_v5.1	1033908	1043301	+	9394	4990	3554	1436	8396
Tb927.2.5800	Tb927_02_v5.1	1046195	1047765	+	1571	631	471	160	2008
Tb927.2.5810	Tb927_02_v5.1	1047922	1053340	+	5419	1442	1262	180	4158
Tb927.2.5820	Tb927_02_v5.1	1053508	1057287	+	3780	2322	1777	545	6990
Tb927.2.5830	Tb927_02_v5.1	1057460	1058457	+	998	324	284	40	1202
Tb927.2.5850	Tb927_02_v5.1	1058691	1059083	+	393	258	232	26	726
Tb927.2.5860	Tb927_02_v5.1	1059472	1063324	+	3853	1498	1079	419	2526
Tb927.2.5870	Tb927_02_v5.1	1064533	1070201	+	5669	6416	5114	1302	12280
Tb927.2.5890	Tb927_02_v5.1	1071724	1073423	+	1700	577	340	237	967
Tb927.2.5900	Tb927_02_v5.1	1073525	1076935	+	3411	1105	988	117	4900
Tb927.2.5910	Tb927_02_v5.1	1077030	1077599	+	570	17	13	4	20
Tb927.2.5930	Tb927_02_v5.1	1077803	1079749	+	1947	893	794	99	2017
Tb927.2.5950	Tb927_02_v5.1	1080102	1082234	+	2133	1083	779	304	1723
Tb927.2.5970	Tb927_02_v5.1	1082338	1084214	+	1877	279	231	48	1127
Tb927.2.5980	Tb927_02_v5.1	1084364	1087644	+	3281	1607	1036	571	2472
Tb927.2.6000	Tb927_02_v5.1	1087774	1092746	+	4973	375	327	48	1932
Tb927.2.6050	Tb927_02_v5.1	1092608	1095501	+	2894	427	373	54	2561
Tb927.2.6070	Tb927_02_v5.1	1096318	1097380	+	1063	514	436	78	801
Tb927.2.6080	Tb927_02_v5.1	1097566	1099351	+	1786	582	528	54	999
Tb927.2.6090	Tb927_02_v5.1	1099538	1100155	+	618	219	212	7	442
Tb927.2.6100	Tb927_02_v5.1	1100311	1102052	+	1742	364	324	40	934
Tb927.2.6130	Tb927_02_v5.1	1102710	1105984	+	3275	1431	1172	259	3268
Tb927.2.6150	Tb927_02_v5.1	1106145	1108869	+	2725	1226	920	306	3954
Tb927.2.6180	Tb927_02_v5.1	1114507	1117774	+	3268	859	673	186	2359
Tb927.2.6200	Tb927_02_v5.1	1116625	1119335	+	2711	3576	1762	1814	15491
Tb927.2.6210	Tb927_02_v5.1	1124923	1128186	+	3264	498	406	92	760
Tb927.2.6220	Tb927_02_v5.1	1126503	1129788	+	3286	881	581	300	1304
Tb927.2.6230	Tb927_02_v5.1	1131707	1136058	+	4352	3475	2597	878	6141
Tb927.2.6240	Tb927_02_v5.1	1136599	1142881	+	6283	4089	3190	899	8733
Tb927.2.6270	Tb927_02_v5.1	1141756	1146582	+	4827	2845	2108	737	5050
Tb927.2.6280	Tb927_02_v5.1	1147123	1153421	+	6299	3913	3068	845	8506
Tb927.2.6310	Tb927_02_v5.1	1152295	1159353	+	7059	3063	2389	674	6159
Tb927.2.6320	Tb927_02_v5.1	1157651	1162050	+	4400	2391	1723	668	3428
Tb927.2.6350	Tb927_02_v5.1	1166313	1167905	+	1593	623	450	173	884
Tb927.2.6372	Tb927_02_v5.1	1170247	1175092	-	4846	2487	1847	640	4643
Tb927.2.6375	Tb927_02_v5.1	1175359	1176353	-	995	659	490	169	953
Tb927.2.6380	Tb927_02_v5.1	1178158	1179708	-	1551	133	114	19	1551
Tb927.2.6390	Tb927_02_v5.1	1180816	1182456	-	1641	395	297	98	893
Tb927.2.6400	Tb927_02_v5.1	1182696	1183604	-	909	508	356	152	849
Tb927.2.6404	Tb927_02_v5.1	1183907	1184890	-	984	610	451	159	1632
Tb927.2.6410	Tb927_02_v5.1	1186058	1187488	-	1431	599	462	137	957
Tb927.2.6430	Tb927_02_v5.1	1189121	1190683	-	1563	311	278	33	399
Tb927.2.6435	Tb927_02_v5.1	1191822	1193947	-	2126	221	198	23	331
Tb05.5K5.10	5K5_v5.1	3	97	-	95	0	0	0	0
Tb05.5K5.20	5K5_v5.1	150	2405	-	2256	588	491	97	936
Tb05.5K5.30	5K5_v5.1	3300	7701	-	4402	1321	1049	272	2552
Tb05.5K5.40	5K5_v5.1	8406	9012	-	607	101	88	13	385
Tb05.5K5.50	5K5_v5.1	9142	10828	-	1687	478	331	147	649
Tb05.5K5.60	5K5_v5.1	10998	11739	-	742	60	59	1	235
Tb05.5K5.70	5K5_v5.1	11904	14331	-	2428	768	683	85	2369
Tb05.5K5.80	5K5_v5.1	15063	16182	-	1120	515	447	68	919
Tb05.5K5.90	5K5_v5.1	16499	16915	-	417	5	3	2	5
Tb05.5K5.100	5K5_v5.1	17609	18248	-	640	164	152	12	320
Tb05.5K5.110	5K5_v5.1	18623	22146	-	3524	595	326	269	3359
Tb05.5K5.120	5K5_v5.1	21693	25373	-	3681	844	665	179	2744
Tb05.5K5.130	5K5_v5.1	25549	27588	-	2040	313	217	96	4895
Tb05.5K5.140	5K5_v5.1	27867	28292	-	426	383	322	61	580
Tb05.5K5.150	5K5_v5.1	28569	29197	-	629	333	233	100	775
