# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003737.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003737.1.all.q/CM03_D_LG_S3/counts.txt" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup.bam" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_F_plus_R.bam" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_WO.bam" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup.bam	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_F_plus_R.bam	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_WO.bam	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted.bam
Tb927.3.4170	Tb927_03_v5.1	1171342	1172125	-	784	431	226	205	781
Tb927.3.4180	Tb927_03_v5.1	1173210	1174771	-	1562	2933	1495	1438	10592
Tb927.3.4190	Tb927_03_v5.1	1176215	1178210	-	1996	792	300	492	1929
Tb927.3.4200	Tb927_03_v5.1	1178327	1179642	-	1316	745	346	399	1192
Tb927.3.4210	Tb927_03_v5.1	1179578	1185224	-	5647	1635	595	1040	2614
Tb927.3.4220	Tb927_03_v5.1	1185640	1189068	-	3429	1999	1121	878	11476
Tb927.3.4230	Tb927_03_v5.1	1190317	1194927	-	4611	3501	1453	2048	6289
Tb927.3.4240	Tb927_03_v5.1	1195175	1195833	-	659	325	229	96	548
Tb927.3.4250	Tb927_03_v5.1	1195959	1197732	-	1774	156	101	55	624
Tb927.3.4260	Tb927_03_v5.1	1197849	1200217	-	2369	2275	911	1364	11134
Tb927.3.4270	Tb927_03_v5.1	1202789	1205668	-	2880	1074	501	573	1873
Tb927.3.4280	Tb927_03_v5.1	1205814	1208549	-	2736	4648	2237	2411	14271
Tb927.3.4290	Tb927_03_v5.1	1208659	1210764	-	2106	8	6	2	173
Tb927.3.4300	Tb927_03_v5.1	1210898	1212927	-	2030	6	5	1	206
Tb927.3.4310	Tb927_03_v5.1	1213061	1215090	-	2030	7	6	1	183
Tb927.3.4320	Tb927_03_v5.1	1215224	1217253	-	2030	9	7	2	166
Tb927.3.4330	Tb927_03_v5.1	1217387	1219341	-	1955	9	7	2	189
Tb927.3.4340	Tb927_03_v5.1	1219486	1220572	-	1087	257	236	21	450
Tb927.3.4350	Tb927_03_v5.1	1220808	1223242	-	2435	2066	986	1080	4628
Tb927.3.4360	Tb927_03_v5.1	1223335	1223860	-	526	3	3	0	3
Tb927.3.4370	Tb927_03_v5.1	1224042	1225746	-	1705	1	0	1	1
Tb927.3.4380	Tb927_03_v5.1	1225916	1227511	-	1596	4302	1786	2516	9748
Tb927.3.4390	Tb927_03_v5.1	1227814	1229349	-	1536	719	488	231	3427
Tb927.3.4393	Tb927_03_v5.1	1233524	1233604	+	81	51	50	1	56
Tb927.3.4396	Tb927_03_v5.1	1233810	1233891	-	82	266	156	110	1134
Tb927.3.4399	Tb927_03_v5.1	1233951	1234031	-	81	604	142	462	851
Tb927.3.4400	Tb927_03_v5.1	1239476	1240592	-	1117	580	491	89	2846
Tb927.3.4410	Tb927_03_v5.1	1240791	1241549	-	759	0	0	0	0
Tb927.3.4420	Tb927_03_v5.1	1241845	1243238	-	1394	2341	587	1754	17226
Tb927.3.4430	Tb927_03_v5.1	1243455	1245315	-	1861	56	55	1	1545
Tb927.3.4440	Tb927_03_v5.1	1245769	1247011	-	1243	32	30	2	60
Tb927.3.4450	Tb927_03_v5.1	1247046	1248640	-	1595	835	320	515	2024
Tb927.3.4460	Tb927_03_v5.1	1248752	1250049	-	1298	2	1	1	9
Tb927.3.4470	Tb927_03_v5.1	1250893	1252761	-	1869	0	0	0	0
Tb927.3.4480	Tb927_03_v5.1	1252839	1254091	-	1253	593	336	257	1430
Tb927.3.4490	Tb927_03_v5.1	1253602	1256295	-	2694	11	11	0	11
Tb927.3.4500	Tb927_03_v5.1	1256475	1259944	-	3470	703	564	139	4285
Tb927.3.4510	Tb927_03_v5.1	1260167	1264660	-	4494	1203	410	793	2025
Tb927.3.4520	Tb927_03_v5.1	1265164	1266120	-	957	588	462	126	2072
Tb927.3.4530	Tb927_03_v5.1	1266277	1267053	-	777	627	544	83	2845
Tb927.3.4540	Tb927_03_v5.1	1267258	1268775	-	1518	86	84	2	1964
Tb927.3.4550	Tb927_03_v5.1	1269073	1271242	-	2170	1834	1078	756	4509
Tb927.3.4560	Tb927_03_v5.1	1271986	1276431	-	4446	1900	1437	463	5104
Tb927.3.4570	Tb927_03_v5.1	1276960	1279395	-	2436	2323	802	1521	7471
Tb927.3.4580	Tb927_03_v5.1	1279500	1282748	-	3249	582	551	31	4812
Tb927.3.4590	Tb927_03_v5.1	1287351	1289172	-	1822	190	149	41	218
Tb927.3.4600	Tb927_03_v5.1	1289776	1293047	-	3272	6359	3129	3230	20406
Tb927.3.4610	Tb927_03_v5.1	1293531	1303027	-	9497	6011	2476	3535	15428
Tb927.3.4620	Tb927_03_v5.1	1303395	1307829	-	4435	796	556	240	3430
Tb927.3.4630	Tb927_03_v5.1	1308295	1313623	-	5329	1129	603	526	7172
Tb927.3.4640	Tb927_03_v5.1	1315276	1316362	-	1087	4	4	0	32
Tb927.3.4650	Tb927_03_v5.1	1316508	1318041	-	1534	0	0	0	0
Tb927.3.4660	Tb927_03_v5.1	1318146	1320803	-	2658	0	0	0	0
Tb927.3.4670	Tb927_03_v5.1	1320660	1323117	-	2458	1071	576	495	3020
Tb927.3.4680	Tb927_03_v5.1	1323390	1325471	-	2082	339	113	226	838
Tb927.3.4690	Tb927_03_v5.1	1325430	1327284	-	1855	395	334	61	2289
Tb927.3.4700	Tb927_03_v5.1;Tb927_03_v5.1	1327586;1327586	1328765;1328809	-;-	1224	803	276	527	1393
Tb927.3.4710	Tb927_03_v5.1	1329115	1332832	-	3718	3962	1942	2020	10245
Tb927.3.4720	Tb927_03_v5.1	1333773	1336482	-	2710	2105	955	1150	5846
Tb927.3.4730	Tb927_03_v5.1	1336586	1337962	-	1377	28	28	0	1044
Tb927.3.4740	Tb927_03_v5.1	1338096	1339418	-	1323	0	0	0	0
Tb927.3.4750	Tb927_03_v5.1	1339545	1342389	-	2845	3798	1769	2029	8958
Tb927.3.4760	Tb927_03_v5.1	1342630	1346506	-	3877	795	551	244	3562
Tb927.3.4770	Tb927_03_v5.1	1346761	1347986	-	1226	28	27	1	1079
Tb927.3.4780	Tb927_03_v5.1	1348120	1349442	-	1323	1	1	0	1
Tb927.3.4790	Tb927_03_v5.1	1349765	1352413	-	2649	3888	1752	2136	8949
Tb927.3.4800	Tb927_03_v5.1	1352639	1354592	-	1954	771	642	129	2101
Tb927.3.4810	Tb927_03_v5.1;Tb927_03_v5.1	1354950;1354950	1356515;1355766	-;-	1566	2912	964	1948	6022
Tb927.3.4820	Tb927_03_v5.1	1355989	1358388	-	2400	1355	998	357	4871
Tb927.3.4830	Tb927_03_v5.1	1358917	1361420	-	2504	461	436	25	5112
Tb927.3.4840	Tb927_03_v5.1	1362003	1365220	-	3218	830	673	157	3378
Tb927.3.4850	Tb927_03_v5.1	1364414	1368019	-	3606	2188	855	1333	5575
Tb927.3.4860	Tb927_03_v5.1	1368289	1369499	-	1211	1	1	0	1
Tb927.3.4870	Tb927_03_v5.1;Tb927_03_v5.1	1369724;1369724	1370695;1370764	-;-	1041	0	0	0	0
Tb927_03_v4.snoRNA.0100	Tb927_03_v5.1	1370335	1370433	+	99	0	0	0	0
Tb927.3.4880	Tb927_03_v5.1	1372191	1372755	-	565	1909	803	1106	3346
Tb927.3.4890	Tb927_03_v5.1	1372947	1373571	-	625	346	317	29	1026
Tb927.3.4900	Tb927_03_v5.1	1376018	1377455	+	1438	3534	856	2678	6152
Tb927.3.4910	Tb927_03_v5.1	1377581	1378855	+	1275	1548	798	750	2670
Tb927.3.4920	Tb927_03_v5.1	1378996	1380959	+	1964	1768	579	1189	3014
Tb927.3.4930	Tb927_03_v5.1	1382454	1383148	+	695	0	0	0	0
Tb927.3.4940	Tb927_03_v5.1	1383288	1386855	+	3568	0	0	0	0
Tb927.3.4950	Tb927_03_v5.1	1386977	1388502	+	1526	1065	396	669	3452
Tb927.3.4960	Tb927_03_v5.1	1388719	1395086	+	6368	3039	792	2247	6731
Tb927.3.4970	Tb927_03_v5.1	1395259	1398792	+	3534	455	434	21	3573
Tb927.3.4980	Tb927_03_v5.1	1399175	1401010	+	1836	820	327	493	2931
Tb927.3.4990	Tb927_03_v5.1	1402185	1403610	+	1426	235	179	56	384
Tb927.3.5000	Tb927_03_v5.1	1403982	1405842	+	1861	2811	1307	1504	6412
Tb927.3.5010	Tb927_03_v5.1	1405984	1407746	+	1763	0	0	0	0
Tb927.3.5020	Tb927_03_v5.1	1407902	1412485	+	4584	3868	1630	2238	9831
Tb927.3.5030	Tb927_03_v5.1	1412930	1415199	+	2270	1121	779	342	2383
Tb927.3.5040	Tb927_03_v5.1	1415521	1417473	+	1953	1217	370	847	1859
Tb927.3.5050	Tb927_03_v5.1	1417688	1418920	+	1233	1	0	1	1
Tb927.3.5060	Tb927_03_v5.1	1419106	1420764	+	1659	98	96	2	1710
Tb3.NT.66	Tb927_03_v5.1	1420898	1421096	+	199	0	0	0	0
Tb927.3.5070	Tb927_03_v5.1	1421164	1424174	+	3011	100	95	5	583
Tb927.3.5080	Tb927_03_v5.1	1423885	1428969	+	5085	649	580	69	1340
Tb927.3.5090	Tb927_03_v5.1	1428758	1429640	+	883	2911	553	2358	6294
Tb927.3.5100	Tb927_03_v5.1	1430411	1433425	+	3015	705	628	77	1933
Tb927.3.5110	Tb927_03_v5.1	1433760	1435292	+	1533	313	280	33	726
Tb927.3.5120	Tb927_03_v5.1	1435679	1438022	+	2344	2567	1067	1500	4135
Tb927.3.5130	Tb927_03_v5.1	1438351	1440624	+	2274	292	252	40	2354
Tb927.3.5140	Tb927_03_v5.1	1440801	1445019	+	4219	275	263	12	3422
Tb927.3.5150	Tb927_03_v5.1	1445701	1447128	+	1428	0	0	0	0
Tb927.3.5160	Tb927_03_v5.1	1447240	1452012	+	4773	5007	2469	2538	14410
Tb927.3.5170	Tb927_03_v5.1	1452140	1453632	+	1493	5	5	0	32
Tb927.3.5180	Tb927_03_v5.1	1453785	1455250	+	1466	1	1	0	9
Tb927.3.5190	Tb927_03_v5.1	1455437	1459102	+	3666	1137	890	247	7690
Tb927.3.5200	Tb927_03_v5.1	1459261	1460747	+	1487	1688	1099	589	4994
Tb927.3.5210	Tb927_03_v5.1	1460900	1463290	+	2391	1119	1081	38	10928
Tb927.3.5220	Tb927_03_v5.1	1463417	1465599	+	2183	17	16	1	161
Tb927.3.5230	Tb927_03_v5.1	1468380	1470750	+	2371	1408	562	846	3232
Tb927.3.5240	Tb927_03_v5.1	1470928	1472888	+	1961	2831	1093	1738	5053
Tb927.3.5250	Tb927_03_v5.1	1473200	1477510	+	4311	954	819	135	4757
Tb927.3.5260	Tb927_03_v5.1	1479700	1481437	+	1738	59	57	2	2048
Tb927.3.5270	Tb927_03_v5.1	1481538	1482494	+	957	1613	1042	571	4332
Tb927.3.5280	Tb927_03_v5.1	1482597	1483755	+	1159	1076	429	647	2208
Tb927.3.5290	Tb927_03_v5.1	1483878	1487020	+	3143	3525	1121	2404	8996
Tb927.3.5300	Tb927_03_v5.1	1487507	1488316	+	810	0	0	0	0
Tb927.3.5310	Tb927_03_v5.1	1488474	1495456	+	6983	911	582	329	2769
Tb927.3.5320	Tb927_03_v5.1	1495705	1497604	+	1900	991	655	336	5028
Tb927.3.5330	Tb927_03_v5.1	1497756	1498827	+	1072	161	153	8	258
Tb927.3.5340	Tb927_03_v5.1	1499002	1500498	+	1497	11	11	0	356
Tb927.3.5350	Tb927_03_v5.1	1500661	1502104	+	1444	243	198	45	3929
Tb927.3.5360	Tb927_03_v5.1	1502268	1503097	+	830	619	267	352	1350
Tb927.3.5370	Tb927_03_v5.1	1504120	1505708	+	1589	0	0	0	0
Tb927.3.5380	Tb927_03_v5.1	1505831	1507777	+	1947	1464	948	516	3995
Tb927.3.5390	Tb927_03_v5.1	1508164	1511945	+	3782	21	17	4	21
Tb927.3.5400	Tb927_03_v5.1	1512077	1514072	+	1996	1640	945	695	3700
Tb927.3.5410	Tb927_03_v5.1	1514197	1515076	+	880	651	385	266	992
Tb927.3.5420	Tb927_03_v5.1	1515376	1518439	+	3064	333	322	11	4602
Tb927.3.5430	Tb927_03_v5.1	1519471	1520580	+	1110	280	167	113	367
Tb927.3.5440	Tb927_03_v5.1	1521306	1526051	+	4746	5256	2337	2919	15858
Tb927.3.5450	Tb927_03_v5.1	1526191	1529718	+	3528	2809	1325	1484	9310
Tb927.3.5460	Tb927_03_v5.1	1529352	1531555	+	2204	251	32	219	1651
Tb927.3.5470	Tb927_03_v5.1	1531656	1532939	+	1284	0	0	0	0
Tb927.3.5480	Tb927_03_v5.1	1533067	1534922	+	1856	364	261	103	696
Tb927.3.5490	Tb927_03_v5.1	1535025	1537910	+	2886	2	0	2	2
Tb927.3.5500	Tb927_03_v5.1	1538179	1539265	+	1087	13	13	0	303
Tb927.3.5510	Tb927_03_v5.1	1539492	1542178	+	2687	1891	555	1336	3020
Tb927.3.5520	Tb927_03_v5.1	1542625	1545648	+	3024	126	123	3	2905
Tb927.3.5530	Tb927_03_v5.1	1547337	1555793	+	8457	4343	2886	1457	11662
Tb927.3.5540	Tb927_03_v5.1	1555909	1558125	+	2217	1	0	1	1
Tb927.3.5550	Tb927_03_v5.1	1558248	1559338	+	1091	0	0	0	0
Tb927.3.5560	Tb927_03_v5.1	1559566	1560194	+	629	333	11	322	2023
Tb927.3.5570	Tb927_03_v5.1	1560358	1561512	+	1155	623	334	289	2090
Tb927.3.5580	Tb927_03_v5.1	1561668	1563208	+	1541	603	173	430	1069
Tb927.3.5590	Tb927_03_v5.1	1563363	1565502	+	2140	33	30	3	1554
Tb927.3.5600	Tb927_03_v5.1	1565890	1566861	+	972	413	399	14	2658
Tb927.3.5610	Tb927_03_v5.1	1566997	1568423	+	1427	1612	352	1260	2976
Tb927.3.5620	Tb927_03_v5.1	1568664	1572607	+	3944	100	97	3	563
Tb927.3.5630	Tb927_03_v5.1	1572749	1573724	+	976	0	0	0	0
Tb927.3.5640	Tb927_03_v5.1	1573934	1575623	+	1690	2974	1470	1504	7528
Tb927.3.5650	Tb927_03_v5.1	1575993	1580457	+	4465	2958	1959	999	9970
Tb927.3.5660	Tb927_03_v5.1	1580614	1583258	+	2645	493	113	380	535
Tb927.3.5670	Tb927_03_v5.1	1583384	1584075	+	692	1745	920	825	5728
Tb927.3.5680	Tb927_03_v5.1	1585958	1587472	+	1515	1675	941	734	4323
Tb927.3.5690	Tb927_03_v5.1	1589037	1593944	+	4908	3383	1750	1633	10384
Tb927.3.5700	Tb927_03_v5.1	1594758	1595829	+	1072	1106	816	290	2974
Tb927.3.5710	Tb927_03_v5.1	1596636	1597707	+	1072	1350	900	450	3418
Tb927.3.5720	Tb927_03_v5.1	1598448	1599522	+	1075	449	266	183	1156
Tb927.3.5730	Tb927_03_v5.1	1600328	1601399	+	1072	1075	442	633	1436
Tb927.3.5740	Tb927_03_v5.1	1601609	1602329	+	721	541	208	333	931
Tb927.3.5750	Tb927_03_v5.1	1603691	1605543	-	1853	972	760	212	3881
Tb927.3.5760	Tb927_03_v5.1	1605884	1608396	-	2513	200	195	5	725
Tb927.3.5770	Tb927_03_v5.1	1608770	1612137	-	3368	1275	676	599	2112
Tb927.3.5780	Tb927_03_v5.1	1613228	1618931	+	5704	1397	859	538	2828
Tb927.3.5790	Tb927_03_v5.1	1620335	1622149	+	1815	64	47	17	3786
Tb927.3.5800	Tb927_03_v5.1	1623201	1625552	+	2352	825	424	401	1319
Tb927.3.5810	Tb927_03_v5.1	1626012	1627306	+	1295	118	90	28	240
Tb927.3.5820	Tb927_03_v5.1	1627481	1628605	+	1125	198	110	88	374
Tb927.3.5830	Tb927_03_v5.1	1628732	1629709	+	978	4	0	4	4
Tb927.3.5850	Tb927_03_v5.1	1637900	1639342	-	1443	1	0	1	1
Tb927.3.5860	Tb927_03_v5.1	1641295	1642892	-	1598	2	1	1	2
Tb927.3.5870	Tb927_03_v5.1	1644624	1645145	-	522	0	0	0	0
Tb927.3.5880	Tb927_03_v5.1	1645938	1647798	-	1861	760	697	63	3772
Tb927.3.5890	Tb927_03_v5.1	1648542	1650097	-	1556	2	1	1	2
Tb927.3.5900	Tb927_03_v5.1	1651983	1653225	-	1243	168	166	2	718
Tb09.v4.0162	tryp_IXb-68a05.p2k3050	120	2922	+	2803	1558	1097	461	3032
Tb09.v4.0163	tryp_IXb-68a05.p2k3050	2942	4558	+	1617	1069	863	206	2829
Tb09.v4.0164	tryp_IXb-68a05.p2k3050	6432	7850	+	1419	464	259	205	1870
Tb09.v4.0165	tryp_IXb-68a05.p2k3050	12727	13433	+	707	4	4	0	4
Tb09.v4.0166	tryp_IXb-68a05.p2k3050	15190	16749	+	1560	237	103	134	270
Tb09.v4.0167	tryp_IXb-68a05.p2k3050	17995	19032	+	1038	14	12	2	44
Tb09.v4.0168	tryp_IXb-68a05.p2k3050	19221	20786	+	1566	1388	590	798	2700
Tb09.v4.0169	tryp_IXb-68a05.p2k3050	22612	24081	+	1470	388	150	238	498
Tb09.v4.0170	tryp_IXb-68a05.p2k3050	26400	27527	+	1128	442	162	280	518
Tb09.v4.0171	tryp_IXb-68a05.p2k3050	29583	35903	+	6321	2521	1675	846	4082
Tb09.v4.0172	tryp_IXb-68a05.p2k3050	36634	37606	+	973	68	65	3	386
Tb09.v4.0173	tryp_IXb-68a05.p2k3050	38050	39542	+	1493	1627	570	1057	3280
Tb09.v4.0174	tryp_IXb-68a05.p2k3050	41569	43143	+	1575	927	497	430	3166
Tb09.v4.0175	tryp_IXb-68a05.p2k3050	44648	46104	+	1457	547	525	22	1725
Tb09.v4.0176	tryp_IXb-68a05.p2k3050	47357	48107	+	751	0	0	0	0
Tb09.v4.0177	tryp_IXb-68a05.p2k3050	53030	57418	+	4389	1146	951	195	2788
Tb09.v4.0178	tryp_IXb-68a05.p2k3050	60320	61634	+	1315	1435	1127	308	5234
Tb2.NT.1	Tb927_02_v5.1	10	723	-	714	3374	2122	1252	10132
Tb927.2.100	Tb927_02_v5.1	1683	4236	-	2554	5533	3494	2039	13598
Tb927.2.160	Tb927_02_v5.1	9690	11535	+	1846	544	465	79	1768
Tb927.2.170	Tb927_02_v5.1	11866	18011	+	6146	11031	5594	5437	24788
Tb927.2.200	Tb927_02_v5.1	18121	21832	+	3712	3973	1975	1998	9671
Tb927.2.220	Tb927_02_v5.1	23835	24984	-	1150	1151	544	607	1819
Tb927.2.240	Tb927_02_v5.1	25548	27622	-	2075	4487	2148	2339	8905
Tb927.2.270	Tb927_02_v5.1	31017	32823	-	1807	3412	1815	1597	8713
Tb927.2.280	Tb927_02_v5.1	35293	38199	-	2907	2593	1868	725	4547
Tb927.2.300	Tb927_02_v5.1	43075	45675	-	2601	5089	3153	1936	10124
Tb927.2.340	Tb927_02_v5.1	46128	48793	-	2666	2434	1114	1320	5073
Tb927.2.370	Tb927_02_v5.1	55593	58404	-	2812	3400	1928	1472	5499
Tb927.2.380	Tb927_02_v5.1	60894	63800	-	2907	3011	1754	1257	5128
Tb927.2.400	Tb927_02_v5.1	66261	69167	-	2907	2896	2052	844	5467
Tb927.2.420	Tb927_02_v5.1	74059	76659	-	2601	6370	3979	2391	14551
Tb927.2.450	Tb927_02_v5.1	77112	79774	-	2663	2114	1532	582	9656
Tb927.2.460	Tb927_02_v5.1	83798	86389	-	2592	3955	2360	1595	18366
Tb927.2.470	Tb927_02_v5.1	86844	90931	-	4088	3582	1792	1790	6909
Tb927.2.480	Tb927_02_v5.1	89759	94133	-	4375	3289	2053	1236	7720
Tb927.2.490	Tb927_02_v5.1	95001	97492	-	2492	2454	2016	438	5379
Tb927.2.510	Tb927_02_v5.1	98073	100650	-	2578	2320	1404	916	6883
Tb927.2.540	Tb927_02_v5.1	105096	108123	-	3028	3005	2346	659	7914
Tb927.2.560	Tb927_02_v5.1	108732	111333	-	2602	4000	2147	1853	13652
Tb927.2.650	Tb927_02_v5.1	118323	119201	+	879	3749	2159	1590	9001
Tb927.2.660	Tb927_02_v5.1	119465	123178	+	3714	5782	2770	3012	15145
Tb927.2.680	Tb927_02_v5.1	124183	125050	+	868	488	387	101	2085
Tb927.2.690	Tb927_02_v5.1	125307	133253	+	7947	7511	4574	2937	15020
Tb927.2.720	Tb927_02_v5.1	132369	140458	+	8090	7862	4215	3647	20090
Tb927.2.820	Tb927_02_v5.1	140725	142308	-	1584	4244	2301	1943	10859
Tb927.2.830	Tb927_02_v5.1	143717	144837	-	1121	1298	1001	297	4513
Tb927.2.900	Tb927_02_v5.1	151837	153619	+	1783	5271	2415	2856	13816
Tb927.2.910	Tb927_02_v5.1	153717	156642	+	2926	2154	1579	575	4673
Tb927.2.940	Tb927_02_v5.1	157654	158457	+	804	693	305	388	1008
Tb927.2.950	Tb927_02_v5.1	158783	164921	+	6139	5031	2834	2197	11139
Tb927.2.960	Tb927_02_v5.1	164260	167528	+	3269	475	398	77	2421
Tb927.2.980	Tb927_02_v5.1	166650	174630	+	7981	10188	6706	3482	31522
Tb927.2.1050	Tb927_02_v5.1	174643	176720	-	2078	3627	1781	1846	9010
Tb927.2.1060	Tb927_02_v5.1	177859	178692	-	834	233	127	106	314
Tb927.2.1080	Tb927_02_v5.1	178829	181713	-	2885	2375	1559	816	6033
Tb927.2.1100	Tb927_02_v5.1	184197	186894	-	2698	1665	986	679	4167
Tb927.2.1110	Tb927_02_v5.1	187019	190235	-	3217	2845	1993	852	7002
Tb927.2.1120	Tb927_02_v5.1	190725	192910	-	2186	2836	1384	1452	4561
Tb927.2.1130	Tb927_02_v5.1	193038	197338	-	4301	2844	2020	824	7928
Tb927.2.1140	Tb927_02_v5.1	197308	198680	-	1373	1029	533	496	1525
Tb927.2.1150	Tb927_02_v5.1	201101	203037	-	1937	1656	915	741	4396
Tb927.2.1160	Tb927_02_v5.1	203618	204976	-	1359	1705	1294	411	9076
Tb927.2.1170	Tb927_02_v5.1	205540	207617	-	2078	1229	531	698	2899
Tb927.2.1180	Tb927_02_v5.1	210041	212736	-	2696	6204	3732	2472	16712
Tb927.2.1200	Tb927_02_v5.1	212981	219351	-	6371	5099	3624	1475	18172
Tb927.2.1210	Tb927_02_v5.1	219959	226625	-	6667	5363	2697	2666	14725
Tb927.2.1250	Tb927_02_v5.1	229530	230553	+	1024	1599	838	761	3834
Tb927.2.1260	Tb927_02_v5.1	230672	234354	+	3683	6258	3381	2877	12032
Tb927.2.1290	Tb927_02_v5.1	234778	235442	+	665	663	425	238	1167
Tb927.2.1310	Tb927_02_v5.1	236387	245245	+	8859	5979	3189	2790	12184
Tb927.2.1330	Tb927_02_v5.1	244362	247458	+	3097	2137	958	1179	5356
Tb927.2.1344	Tb927_02_v5.1	248904	249150	+	247	344	266	78	1104
Tb927.2.1350	Tb927_02_v5.1	249152	250379	-	1228	1096	1002	94	6415
Tb927.2.1380	Tb927_02_v5.1	250916	257272	+	6357	4690	2938	1752	13350
Tb927.2.1389	Tb927_02_v5.1	260224	260359	-	136	277	237	40	798
Tb927.2.1398	Tb927_02_v5.1	260682	260759	-	78	113	81	32	135
Tb927.2.1407	Tb927_02_v5.1	261083	261265	-	183	78	29	49	161
Tb927.2.1416	Tb927_02_v5.1	261403	262886	-	1484	3264	2403	861	7774
Tb927.2.1425	Tb927_02_v5.1	262963	263177	-	215	357	221	136	1400
Tb927.2.1434	Tb927_02_v5.1	263372	265201	-	1830	3773	2946	827	10556
Tb927.2.1443	Tb927_02_v5.1	265783	265954	-	172	730	475	255	1859
Tb927.2.1452	Tb927_02_v5.1	266299	268549	-	2251	10074	7963	2111	31756
Tb927.2.1460	Tb927_02_v5.1	270437	275473	+	5037	3755	2936	819	10508
Tb927.2.1470	Tb927_02_v5.1	276190	277487	+	1298	3583	2378	1205	8784
Tb927.2.1480	Tb927_02_v5.1	278563	278698	-	136	294	226	68	771
Tb927.2.1490	Tb927_02_v5.1	279021	279098	-	78	114	91	23	135
Tb927.2.1500	Tb927_02_v5.1	279422	279604	-	183	69	23	46	142
Tb927.2.1510	Tb927_02_v5.1	279742	281225	-	1484	3047	2286	761	7510
Tb927.2.1520	Tb927_02_v5.1	281302	281516	-	215	342	221	121	1389
Tb927.2.1530	Tb927_02_v5.1	281711	283540	-	1830	3873	3038	835	11479
Tb927.2.1540	Tb927_02_v5.1	284122	284293	-	172	697	448	249	1869
Tb927.2.1550	Tb927_02_v5.1	284636	286886	-	2251	10246	8057	2189	32072
Tb927.2.1560	Tb927_02_v5.1	304562	305320	-	759	2	1	1	2
Tb927.2.1600	Tb927_02_v5.1	305850	307642	-	1793	1509	819	690	5320
Tb927.2.1680	Tb927_02_v5.1	315629	316387	+	759	0	0	0	0
Tb2.NT.3	Tb927_02_v5.1	316546	317056	+	511	11	10	1	11
Tb927.2.1700	Tb927_02_v5.1	317193	321148	+	3956	1985	1357	628	9918
Tb927.2.1720	Tb927_02_v5.1	321262	321705	+	444	874	0	874	897
Tb927.2.1730	Tb927_02_v5.1	321812	322641	+	830	972	274	698	1665
Tb927.2.1740	Tb927_02_v5.1	322758	325262	+	2505	1436	804	632	3299
Tb927.2.1760	Tb927_02_v5.1	325383	328298	+	2916	1846	950	896	5249
Tb927.2.1770	Tb927_02_v5.1	328419	328699	+	281	74	73	1	175
Tb927.2.1780	Tb927_02_v5.1	328953	330346	+	1394	2032	1134	898	5936
Tb927.2.1790	Tb927_02_v5.1	330793	331314	+	522	340	317	23	798
Tb927.2.1800	Tb927_02_v5.1	331434	335342	+	3909	720	694	26	3183
Tb927.2.1810	Tb927_02_v5.1	335451	339172	+	3722	2732	1093	1639	7432
Tb927.2.1820	Tb927_02_v5.1	339492	344261	+	4770	2237	733	1504	3916
Tb927.2.1850	Tb927_02_v5.1	344878	346852	+	1975	183	176	7	907
Tb927.2.1860	Tb927_02_v5.1	347003	349648	+	2646	2146	974	1172	4768
Tb927.2.1890	Tb927_02_v5.1	350619	352677	+	2059	1	0	1	1
Tb2.NT.8	Tb927_02_v5.1	353951	354510	+	560	0	0	0	0
Tb927.2.1920	Tb927_02_v5.1	354591	356826	+	2236	381	343	38	1096
Tb927.2.1931	Tb927_02_v5.1	369957	372207	+	2251	7846	5889	1957	10944
Tb927.2.1942	Tb927_02_v5.1	372546	372717	+	172	1161	912	249	3029
Tb927.2.1953	Tb927_02_v5.1	373303	375132	+	1830	2892	2054	838	3668
Tb927.2.1964	Tb927_02_v5.1	375328	375542	+	215	322	202	120	1056
Tb927.2.1975	Tb927_02_v5.1	375619	377103	+	1485	3936	2135	1801	5992
Tb927.2.1986	Tb927_02_v5.1	377241	377423	+	183	58	33	25	67
Tb927.2.1997	Tb927_02_v5.1	377747	377824	+	78	148	87	61	174
Tb927.2.2008	Tb927_02_v5.1	378146	378281	+	136	422	302	120	1115
Tb927.2.2015	Tb927_02_v5.1	386515	387059	-	545	36	33	3	686
Tb927.2.2020	Tb927_02_v5.1	387550	388705	-	1156	15	13	2	752
Tb927.2.2029	Tb927_02_v5.1	389045	390795	-	1751	2318	511	1807	3963
Tb927.2.2060	Tb927_02_v5.1	393056	394399	-	1344	82	76	6	107
Tb927.2.2070	Tb927_02_v5.1	397335	398424	-	1090	487	456	31	3649
Tb927.2.2090	Tb927_02_v5.1	398551	402324	-	3774	2631	971	1660	8464
